"AtcoCode","FerryCode","Name","NameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"9300ABA","ABA","Aberdeen Ferry Terminal","","U",394550,805994,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ABD","ABD","Aberdaron Ferry Landing","","U",217300,326300,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ACH","ACH","Arden - Cameron House Pier","","U",237623,683193,"2010-08-13T16:25:04","2010-08-13T16:25:04",0,"new"
"9300ADG","ADG","Ardrishaig Pier","","U",185401,685393,"2009-05-08T14:49:21","2009-05-08T14:49:21",0,"new"
"9300ADL","ADL","Ardleish Pier","","U",232951,715169,"2010-08-13T16:26:18","2010-08-13T16:26:18",0,"new"
"9300AGN","AGN","St Agnes Isles Of Scilly Ferry Landing","","U",88390,8570,"2005-10-11T00:00:00","2011-02-07T18:48:28",3,"rev"
"9300AHB","AHB","Aird Mhor Barra Ferry Terminal","","U",72123,803817,"2006-01-10T00:00:00","2008-04-25T15:08:52",3,"rev"
"9300ALT","ALT","Altnaharrie Ferry Landing","","U",211545,893076,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ALU","ALU","Ardlui Pier","","U",231789,715566,"2010-08-13T16:26:22","2010-08-13T16:26:22",0,"new"
"9300AMB","AMB","Ambleside Waterhead Ferry Landing","","U",337650,503115,"2005-10-11T00:00:00","2011-03-07T15:28:34",2,"rev"
"9300AMH","AMH","Gigha Ferry Terminal","","U",165344,649003,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ANT","ANT","Place Ferry Landing","","U",185565,32465,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300APP","APP","Appledore Ferry Landing","","U",246573,130555,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ARD","ARD","Ardrossan Ferry Terminal","","U",222350,642135,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ARG","ARG","Ardgour Ferry Terminal","","U",201683,763625,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ARI","ARI","Arisaig Ferry Landing","","U",165865,786405,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ARM","ARM","Armadale Ferry Terminal","","U",163979,803802,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300ASH","ASH","Ashness Gate Derwentwater Ferry Landing","","U",326902,520390,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300AYR","AYR","Ayr Compass Pier","","U",233222,622544,"2006-08-14T08:55:43","2006-12-22T10:10:40",2,"rev"
"9300BAD","BAD","Badluarach Ferry Landing","","U",199632,894808,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BAL","BAL","Balloch Pier","","U",238568,682500,"2010-08-13T16:25:11","2010-08-13T16:25:11",0,"new"
"9300BAN","BAN","Bantham Ferry Landing","","U",266795,43763,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BAR","BAR","Barmouth Ferry Landing","","U",261513,315465,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BAS","BAS","Barrage South Waterbus Stop","","U",318957,172500,"2011-01-31T23:02:30","2011-01-31T23:02:30",0,"new"
"9300BAY","BAY","Barry Waterfront Ferry Terminal","","U",311470,167495,"2008-04-07T11:08:33","2008-04-07T11:08:33",0,"new"
"9300BCC","BCC","Bristol City Centre Ferry Landing","","U",358565,172745,"2006-10-23T09:43:18","2011-01-24T16:06:08",3,"rev"
"9300BCP","BCP","Balloch Castle Pier","","U",238697,682985,"2010-08-13T16:25:08","2010-08-13T16:25:08",0,"new"
"9300BDG","BDG","Bridgwater Ferry Terminal","","U",330695,138665,"2008-04-07T11:09:08","2008-04-07T11:09:08",0,"new"
"9300BDY","BDY","Bawdsey Ferry Landing","","U",633155,237885,"2005-10-11T00:00:00","2011-08-22T17:01:45",2,"rev"
"9300BEL","BEL","Belvedere Ferry Landing","","U",368432,588445,"2011-06-28T14:21:41","2011-06-28T14:21:41",0,"new"
"9300BFD","BFD","Broadford Ferry Terminal","","U",164455,824190,"2007-03-22T11:40:32","2007-03-22T11:40:32",0,"new"
"9300BFN","BFN","Bowness Ferry Nab Ferry Landing","","U",339583,495810,"2007-02-19T09:39:21","2007-02-19T09:39:21",0,"new"
"9300BFR","BFR","Blackfriars Millennium Pier","","U",531556,180804,"2005-10-11T00:00:00","2010-12-06T18:11:21",2,"rev"
"9300BGN","BGN","Barrage North Waterbus Stop","","U",319313,173517,"2011-01-31T23:02:30","2011-01-31T23:02:30",0,"new"
"9300BGP","BGP","Barrier Gardens Pier","","U",541828,179359,"2005-10-11T00:00:00","2010-12-06T18:11:21",1,"rev"
"9300BHH","BHH","Bosham Hoe Ferry Landing","","U",480023,102068,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BHS","BHS","Braehead Shopping Centre Ferry Landing","","U",252319,667304,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BID","BID","Bideford Ferry Landing","","U",245500,126690,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BLM","BLM","Blairmore Pier Ferry Terminal","","U",219536,681737,"2006-08-14T08:56:12","2006-12-22T10:10:40",2,"rev"
"9300BLS","BLS","Brightlingsea Ferry Landing","","U",608575,216185,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BLV","BLV","Balloch Village Ferry Landing","","U",239065,681958,"2011-06-14T14:11:33","2011-06-14T14:11:33",0,"new"
"9300BLW","ALU","Broomielaw Quay Ferry Terminal","","U",258446,664902,"2010-08-16T15:18:15","2010-08-16T15:18:15",0,"new"
"9300BMH","BMH","Balmaha Pier","","U",241547,690793,"2010-08-13T16:25:15","2010-08-13T16:25:15",0,"new"
"9300BMT","BMT","Belmont (Unst Shetland) Ferry Terminal","","U",456539,1200433,"2005-10-11T00:00:00","2008-06-03T18:19:24",3,"rev"
"9300BNY","BNY","Berneray Ferry Terminal","","U",91523,879860,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BOC","BOC","Burnham on Crouch Ferry Landing","","U",595214,195489,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BOD","BOD","Bodinnick Ferry Landing","","U",212950,52177,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BOE","BOE","Bowness on Windermere Ferry Terminal","","U",340075,496780,"2005-10-11T00:00:00","2007-02-19T09:39:36",2,"rev"
"9300BOW","BOW","Far Sawrey Windermere Ferry Terminal","","U",339078,495693,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BRA","BRA","Bristol Bridge Ferry Landing","","U",358999,172932,"2006-07-28T14:06:59","2006-12-22T10:10:40",1,"rev"
"9300BRB","BRB","Brodick Isle of Arran Ferry Terminal","","U",202229,635971,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300BRC","BRC","Castle Park Ferry Landing","","U",359185,173055,"2006-07-28T14:06:40","2006-12-22T10:10:40",1,"rev"
"9300BRD","BRD","Bristol Marina Ferry Landing","","U",357534,172357,"2006-07-28T14:09:36","2006-12-22T10:10:40",1,"rev"
"9300BRE","BRE","The Cottage Ferry Landing","","U",357263,172164,"2006-07-28T14:10:40","2006-12-22T10:10:40",1,"rev"
"9300BRF","BRF","Millennium Square Ferry Landing","","U",358471,172354,"2006-07-28T14:08:22","2006-12-22T10:10:40",1,"rev"
"9300BRG","BRG","ss Great Britain Ferry Landing","","U",357896,172407,"2006-07-28T14:08:59","2006-12-22T10:10:40",1,"rev"
"9300BRH","BRH","Mardyke Ferry Landing","","U",357488,172426,"2006-07-28T14:09:18","2006-12-22T10:10:40",1,"rev"
"9300BRK","BRK","Birkenhead Ferry Terminal","","U",332416,390000,"2005-10-11T00:00:00","2008-11-17T19:24:49",2,"rev"
"9300BRL","BRL","Pumphouse Ferry Landing","","U",357208,172303,"2006-07-28T14:09:54","2006-12-22T10:10:40",1,"rev"
"9300BRM","BRM","Temple Bridge (Bristol) Ferry Landing","","U",359522,172780,"2006-07-28T14:06:12","2010-12-16T16:28:19",2,"rev"
"9300BRN","BRN","Nova Scotia Ferry Landing","","U",357149,172221,"2006-07-28T14:10:17","2006-12-22T10:10:40",1,"rev"
"9300BRP","BRP","Prince Street Bridge Ferry Landing","","U",358610,172317,"2006-07-28T14:08:03","2006-12-22T10:10:40",1,"rev"
"9300BRQ","BRQ","Capricorn Quay Ferry Landing","","U",357815,172520,"2006-07-28T14:08:40","2006-12-22T10:10:40",1,"rev"
"9300BRR","BRR","Redcliffe Back Ferry Landing","","U",358986,172742,"2006-07-28T14:07:43","2006-12-22T10:10:40",1,"rev"
"9300BRS","BRS","Bristol Docks Ferry Landing","","U",351215,178625,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BRT","BRT","Temple Meads Station Ferry Landing","","U",359699,172663,"2006-07-28T14:05:53","2006-12-22T10:10:40",1,"rev"
"9300BRW","BRW","Welsh Back Ferry Landing","","U",358940,172811,"2006-07-28T14:07:23","2006-12-22T10:10:40",1,"rev"
"9300BRX","BRX","Brixham Ferry Landing","","U",292605,56372,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BRY","BRY","Bryher Isles Of Scilly Ferry Landing","","U",88085,15050,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300BSE","BSE","Cadogan Pier","","U",527409,177627,"2005-10-11T00:00:00","2010-12-06T18:11:21",1,"rev"
"9300BSI","BSI","Brownsea Island Ferry Landing","","U",403180,87671,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300BWC","BWC","Burwick Sth Ronaldsay Orkney Ferry Terminal","","U",343785,983951,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300BWD","BWD","Brantwood (Coniston) Ferry Landing","","U",331099,495802,"2010-07-19T13:13:11","2010-07-19T13:13:11",0,"new"
"9300BXM","BXM","Brixham Harbour Boarding Stage","","U",292667,56409,"2008-08-22T09:08:53","2008-08-22T09:08:53",0,"new"
"9300BYI","BYI","Bardsey Island Ferry Landing","","U",211617,320984,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CAM","CAM","Camusnagaul Ferry Landing","","U",209496,775069,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CAN","CAN","Canna Ferry Terminal","","U",127840,805085,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CAS","CAS","Cardiff Castle Waterbus Stop","","U",317759,176532,"2011-01-31T23:02:30","2011-01-31T23:02:30",0,"new"
"9300CAW","CAW","Canary Wharf Pier","","U",536926,180371,"2005-10-11T00:00:00","2010-12-06T18:11:21",2,"rev"
"9300CBA","CBA","Castlebay Barra Ferry Terminal","","U",66484,798144,"2005-10-11T00:00:00","2008-04-14T17:32:43",3,"rev"
"9300CDF","CDF","Cardiff - Britannia Quay","","U",319465,174390,"2008-04-07T11:09:38","2010-10-04T11:52:36",1,"rev"
"9300CDI","CDI","Caldey Island Ferry Landing","","U",213692,196928,"2005-10-11T00:00:00","2008-04-25T15:09:07",2,"rev"
"9300CHH","CHH","Mudeford Quay Ferry Landing","","U",418308,91611,"2005-10-11T00:00:00","2007-11-09T07:56:15",2,"rev"
"9300CHP","CHP","Chelsea Harbour Pier","","U",526475,176590,"2005-10-11T00:00:00","2010-12-06T18:11:21",1,"rev"
"9300CJU","CJU","Craighouse (Jura) Ferry Terminal","","U",152760,667143,"2008-06-16T10:58:29","2008-06-16T10:58:29",0,"new"
"9300CLA","CLA","Clarence Embankment Waterbus Stop","","U",318572,174569,"2011-01-31T23:02:30","2011-01-31T23:02:30",0,"new"
"9300CLB","CLB","Claonaig Ferry Terminal","","U",187487,656055,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CLV","CLV","Clevedon Pier","","U",339960,171995,"2008-04-07T11:10:06","2008-04-07T11:10:06",0,"new"
"9300CNU","CNU","Craignure Mull Ferry Terminal","","U",171817,737118,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300COC","COC","Cockleridge Ham Ferry Landing","","U",266578,44035,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300COF","COF","East Cowes Floating Bridge","","U",450141,95545,"2005-10-11T00:00:00","2006-11-06T08:35:36",1,"rev"
"9300COH","COH","West Cowes Ferry Terminal ","","U",449700,96105,"2007-09-24T16:34:44","2007-09-24T16:34:44",0,"new"
"9300COL","COL","Coll Ferry Terminal","","U",122535,756180,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300COM","COM","West Cowes Floating Bridge","","U",450005,95623,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CON","CON","Coniston Ferry Landing","","U",330810,497000,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300COT","COT","Colintraive Ferry Terminal","","U",203110,674522,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300COW","COW","East Cowes Ferry Terminal","","U",450174,95742,"2005-10-11T00:00:00","2007-09-24T16:37:34",3,"rev"
"9300CPB","CPB","Campbeltown Ferry Terminal","","U",172329,620353,"2006-04-21T09:30:58","2006-11-06T08:35:36",1,"rev"
"9300CQU","CQU","Christchurch Quay Ferry Landing","","U",415548,92292,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CRE","CRE","Cremyll Mount Edgcumbe Ferry Landing","","U",245410,53445,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CRN","CRN","Cromarty Ferry Terminal","","U",278590,867703,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CRR","CRR","Nether Lochaber Ferry Terminal","","U",202118,763547,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CSY","CSY","Colonsay Ferry Terminal","","U",139432,694108,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CUM","CUM","Cumbrae Ferry Terminal","","U",218370,658625,"2006-11-06T08:37:10","2006-12-22T10:10:40",1,"rev"
"9300CUN","CUN","North Cuan Seil Ferry Terminal","","U",175360,714285,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CUS","CUS","Custom House Quay","","U",181166,32577,"2011-08-10T16:26:44","2011-08-10T16:26:44",0,"new"
"9300CVW","CVW","Channel View Waterbus Stop","","U",318163,174359,"2011-01-31T23:02:30","2011-01-31T23:02:30",0,"new"
"9300CWR","CWR","Cape Wrath Ferry Landing","","U",237112,966043,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300CYN","CYN","Cairnryan Ferry Terminal","","U",207105,567621,"2005-10-11T00:00:00","2007-07-17T09:26:20",2,"rev"
"9300DIT","DIT","Dittisham Ferry Landing","","U",286665,54815,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300DNE","DNE","Dartmouth North Embankment Ferry Terminal","","U",287915,51340,"2005-10-11T00:00:00","2010-11-08T17:02:20",3,"rev"
"9300DNU","DNU","Dunoon Ferry Terminal","","U",217675,676459,"2005-10-11T00:00:00","2008-04-14T17:28:19",2,"rev"
"9300DNV","DNV","Dartmouth Naval College Ferry Terminal","","U",287945,51945,"2005-10-11T00:00:00","2010-11-08T17:02:20",3,"rev"
"9300DRM","DRM","Drimnin Ferry Landing","","U",155598,753925,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300DTI","DTI","Ditton Island Ferry Landing","","U",516204,167296,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300DTM","DTM","Dartmouth South Embankment Ferry Terminal","","U",287857,51070,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300DUR","DUR","Durness Keoldale Ferry Landing","","U",237745,966131,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300DVE","DVE","Dover Eastern Docks Ferry Terminal","","U",632905,141592,"2008-06-19T08:52:28","2008-06-19T08:52:28",0,"new"
"9300DVP","DVP","Devonport Ferry Terminal","","U",244797,55198,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300DVW","DVW","Dover Western Docks Ferry Terminal","","U",632115,140525,"2008-06-19T08:52:28","2008-06-19T08:52:28",0,"new"
"9300EAI","EAI","Easdale Seil Ferry Landing","","U",174138,717233,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300EAS","EAS","Easdale Island Ferry Landing","","U",173952,717178,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300EDY","EDY","Eday Orkney Ferry Terminal","","U",357354,1030102,"2005-10-11T00:00:00","2008-04-25T15:09:24",3,"rev"
"9300EGI","EGI","Egilsay Orkney Ferry Terminal","","U",346183,1030272,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300EIB","EIB","East India Pier","","U",538716,180582,"2010-01-04T15:38:25","2010-01-04T15:38:25",0,"new"
"9300EMB","EMB","Embankment Pier","","U",530471,180390,"2005-10-11T00:00:00","2010-12-06T18:11:21",2,"rev"
"9300ERI","ERI","Eriskay South Uist Ferry Terminal","","U",78427,810289,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300EXM","EXM","Exmouth Ferry Landing","","U",299355,80680,"2005-10-11T00:00:00","2010-11-08T17:02:20",2,"rev"
"9300FAG","FAG","Fort Augustus Ferry Landing","","U",237937,809254,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300FAI","FAI","Fairlie Ferry Terminal","","U",219694,654358,"2007-03-22T11:40:32","2007-03-22T11:40:32",0,"new"
"9300FAL","FAL","Falmouth Prince of Wales Pier Ferry Landing","","U",180800,33000,"2005-10-11T00:00:00","2007-02-19T09:40:00",2,"rev"
"9300FCQ","FCQ","Fowey Custom House Quay Ferry Landing","","U",212690,52280,"2007-02-19T09:39:07","2007-02-19T09:39:07",0,"new"
"9300FEL","FEL","Fell Foot Country Park Ferry Landing","","U",338101,487224,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300FEO","FEO","Feolin Jura Ferry Terminal","","U",144040,669100,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FES","FES","Festival Pier","","U",530763,180320,"2005-10-11T00:00:00","2010-12-06T18:11:21",1,"rev"
"9300FET","FET","Folkestone Eurotunnel Terminal","","U",618440,137662,"2006-07-03T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300FIB","FIB","Fishnish Ferry Terminal","","U",165685,742360,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300FIE","FIE","Fair Isle Shetland Ferry Terminal","","U",422524,1072506,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FIO","FIO","Fionnphort Mull Ferry Terminal","","U",129977,723382,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FIS","FIS","Fishguard Ferry Terminal","","U",194613,238234,"2005-10-11T00:00:00","2007-09-24T16:27:15",2,"rev"
"9300FLE","FLE","Fleetwood for Knott End Ferry Landing","","U",334050,448415,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FLH","FLH","Flotta Orkney Ferry Terminal","","U",334975,995063,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FLU","FLU","Flushing Falmouth Ferry Landing","","U",180798,33735,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FOA","FOA","Foula Shetland Ferry Terminal","","U",397421,1138791,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FOY","FOY","Fowey Ferry Landing","","U",212415,51460,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300FSB","FSB","Fishbourne IOW Ferry Terminal","","U",455623,92836,"2005-10-11T00:00:00","2008-05-20T09:47:02",3,"rev"
"9300FTQ","FTQ","Fowey Town Quay Ferry Landing","","U",212615,51677,"2006-11-28T14:55:35","2008-10-07T09:26:16",2,"rev"
"9300FWL","FWL","Fort William Ferry Landing","","U",209978,773820,"2005-10-11T00:00:00","2009-07-13T16:22:54",2,"rev"
"9300FXF","FXF","Felixstowe for Bawdsey Ferry Landing","","U",632920,237755,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300FXT","FXT","Felixstowe for Harwich Ferry Landing","","U",628282,232020,"2005-10-11T00:00:00","2011-08-22T17:01:45",3,"rev"
"9300GAE","GAE","Graemsay Orkney Ferry Terminal","","U",327148,1005573,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300GAL","GAL","Eigg Ferry Terminal","","U",148467,783805,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300GCH","GCH","Greenock Custom House Quay Ferry Terminal","","U",228333,676259,"2006-08-14T08:55:08","2006-12-22T10:10:40",2,"rev"
"9300GIL","GIL","Gills Bay Ferry Terminal","","U",332663,972952,"2005-10-11T00:00:00","2008-04-25T15:09:39",2,"rev"
"9300GLC","GLC","Gairloch Ferry Landing","","U",180596,874973,"2011-04-04T13:57:04","2011-04-04T13:57:04",0,"new"
"9300GLE","GLE","Glenelg Isle of Skye Ferry Terminal","","U",179450,821302,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300GLP","GLP","Greenland Pier","","U",536662,179139,"2005-10-11T00:00:00","2010-12-06T18:11:21",1,"rev"
"9300GLR","GLR","Glenridding Ullswater Ferry Landing","","U",339034,516920,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300GLW","GLW","Glasgow Central Station Bridge Ferry Landing","","U",258724,664856,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300GNQ","GNQ","Glasgow Science Centre North Quay","","U",256471,665202,"2006-08-14T08:54:53","2006-11-06T08:35:36",1,"rev"
"9300GNW","GNW","Greenwich Pier","","U",538299,177952,"2005-10-11T00:00:00","2010-12-06T18:11:21",1,"rev"
"9300GOS","GOS","Gosport Ferry Terminal","","U",462263,99845,"2005-10-11T00:00:00","2011-01-19T17:05:07",3,"rev"
"9300GOV","GOV","Govan Ferry Landing","","U",255533,665859,"2011-03-21T11:55:16","2011-03-21T11:55:16",0,"new"
"9300GRE","GRE","Greenway House Ferry Landing","","U",286950,54805,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300GUR","GUR","Gourock Ferry Terminal","","U",224394,677764,"2005-10-11T00:00:00","2008-04-14T17:28:49",2,"rev"
"9300GUT","GUT","Gutcher Shetland Ferry Terminal","","U",454937,1199271,"2005-10-11T00:00:00","2008-10-07T09:26:20",3,"rev"
"9300GVH","GVH","Greenock - Victoria Harbour","","U",228573,675813,"2008-06-17T08:39:51","2008-06-17T08:39:51",0,"new"
"9300GVN","GVN","Girvan Harbour Ferry Terminal","","U",218266,598149,"2006-08-14T08:55:59","2006-12-22T10:10:40",2,"rev"
"9300GVS","GVS","Gravesend Pier","","U",564673,174511,"2005-10-11T00:00:00","2005-10-11T00:00:00",0,""
"9300HAM","HAM","Hamble-le-Rice Ferry Landing","","U",448491,106715,"2005-10-11T00:00:00","2010-10-04T11:53:27",4,"rev"
"9300HAN","HAN","Handa Island Ferry Landing","","U",214790,947602,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HCP","HCP","Hampton Court Pier","","U",515447,168514,"2005-10-11T00:00:00","2005-10-11T00:00:00",0,""
"9300HEL","HEL","Helensburgh Ferry Terminal","","U",229470,682140,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HEP","HEP","Helford Passage Ferry Landing","","U",176350,26880,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HIE","HIE","Hayling Island Ferry Landing","","U",468802,100083,"2005-10-11T00:00:00","2010-08-12T16:58:04",2,"rev"
"9300HIG","HIG","High Brandelhow Ferry Landing","","U",325217,519777,"2005-10-11T00:00:00","2007-02-19T09:39:49",2,"rev"
"9300HIW","HIW","Eastney Ferry Landing","","U",468474,100123,"2005-10-11T00:00:00","2010-08-12T16:58:10",2,"rev"
"9300HLF","HLF","Helford Village Ferry Landing","","U",175920,26387,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HLI","HLI","Holy Island Arran Ferry Landing","","U",205128,630974,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300HLY","HLY","Holyhead Ferry Terminal","","U",224935,382397,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HMP","HMP","Hampton Ferry Landing","","U",514016,169435,"2010-02-11T15:05:23","2010-02-11T15:05:23",0,"new"
"9300HOO","HOO","Kingswear Hoodown Ferry Terminal","","U",288180,52275,"2005-10-11T00:00:00","2010-11-08T17:02:20",3,"rev"
"9300HOW","HOW","Howtown Ullswater Ferry Landing","","U",344314,519917,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300HTN","HTN","Houton Orkney Ferry Terminal","","U",331920,1003927,"2005-10-11T00:00:00","2006-12-22T10:10:40",2,"rev"
"9300HTW","HTW","Harwich International Ferry Terminal","","U",623715,232705,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HUL","HUL","Hull Ferry Terminal","","U",513940,428870,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
"9300HUN","HUN","Dunoon Hunters Quay Ferry Terminal","","U",218540,679110,"2005-10-11T00:00:00","2006-12-22T10:10:40",1,"rev"
