"AtcoCode","CommonName","CommonNameLang","ShortName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"1000DUDD4057","Ditch Clough","en","","","Ditch Clough","en","Derwent Dams","en","","","Opp","en","2007-01-09T00:00:00","2009-07-03T00:00:00",,"new"
"1000DUDK1359","Howden Reservoir","en","","","Howden Reservoir","en","Derwent Dams","en","","","adj","en","2008-07-22T00:00:00","2009-07-03T00:00:00",,"new"
"1000DUMR7490","Old Whittington Lane","en","","","Old Whittington Lane","en","Main Road","en","","","adj","en","2006-10-09T00:00:00","2009-07-03T00:00:00",,"new"
"1000DUMR7491","Old Whittington Lane","en","","","Old Whittington Lane","en","Main Road","en","","","opp","en","2006-10-09T00:00:00","2009-07-03T00:00:00",,"new"
"1000DUMR7492","Garage","en","","","Garage","en","Unstone Hill","en","","","Adj","en","2007-01-24T00:00:00","2010-01-07T00:00:00",,"new"
"1000DUMR7493","Garage","en","","","Fleur De Lys","en","Unstone Hill","en","","","Adj","en","2010-01-07T00:00:00","2010-01-07T00:00:00",,"new"
"1000DUNB7646","Brookside Cottages","en","","","Engine Hollow","en","Barlow Road","en","","","Adj","en","2010-01-12T00:00:00","2010-01-12T00:00:00",,"new"
"1000DUNB7647","Brookside Cottages","en","","","Engine Hollow","en","Barlow Road","en","","","opp","en","2006-11-30T00:00:00","2010-01-12T00:00:00",,"new"
"1000DUNN7556","Water Meadow Lane","en","","","Holme Park Avenue","en","Newbold Road","en","","","adj","en","2006-11-30T00:00:00","2010-01-12T00:00:00",,"new"
"1000DUNN7557","Water Meadow Lane","en","","","Holme Park Avenue","en","Newbold Road","en","","","Opp","en","2010-01-12T00:00:00","2010-01-12T00:00:00",,"new"
"1000DUPN3285","Tedgeness Road","en","","","Tedgeness Road","en","Main Road","en","","","opp","en","2010-01-27T00:00:00","2010-01-27T00:00:00",,"new"
"1000DUSM7342","Mary Ann Street","en","","","Mary Ann Street","en","Sheffield Road","en","","","opp","en","2009-07-03T00:00:00","2009-07-03T00:00:00",,"new"
"1000DUSM7343","Mary Ann Street","en","","","Mary Ann Street","en","Sheffield Road","en","","","adj","en","2006-11-29T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWAO6411","Oak Crescent","en","","","Oak Crescent","en","Allendale Road","en","","","adj","en","2006-11-13T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWAR6091","Tibshelf Road","en","","","Tibshelf Road","en","Alfreton Road","en","","","adj","en","2006-11-22T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWAR6092","Tibshelf Road","en","","","Tibshelf Road","en","Alfreton Road","en","","","opp","en","2006-06-26T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWAR6410","Oak Crescent","en","","","Oak Crescent","en","Allendale Road","en","","","opp","en","2006-11-13T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWBA3577","Slater Crescent","en","","","Slater Crescent","en","Bournebrook Avenue","en","","","opp","en","2010-01-20T00:00:00","2010-01-20T00:00:00",,"new"
"1000DWBB2150","Canal Street","en","","","Canal Street","en","Buxton Road","en","","","opp","en","2006-06-26T00:00:00","2008-12-03T00:00:00",,"new"
"1000DWBB2151","Canal Street","en","","","Canal Street","en","Buxton Road","en","","","adj","en","2006-06-26T00:00:00","2008-12-03T00:00:00",,"new"
"1000DWBB3681","Bulls Head","en","","","Bulls Head PH","en","B6465","en","","","adj","en","2006-06-26T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWBB3681","Church of the Good Shepherd","en","","","Church","en","B6465","en","","","Adj","en","2007-02-21T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWBBH770","Bulls Head","en","","","Bulls Head Pub","en","B6465","en","","","opp","en","2006-06-26T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWBBH770","Church of the Good Shepherd","en","","","Church","en","B6465","en","","","Opp","en","2007-02-21T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWBC2825","Elnor Lane","en","","","Elnor Lane","en","Chapel Road","en","","","Opp","en","2007-01-15T00:00:00","2009-07-03T00:00:00",,"new"
"1000DWBC2828","Elnor Lane","en","","","Elnor Lane","en","Chapel Road","en","","","Adj","en","2007-01-15T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBJ3159","Jasmin Taylor Cottage","en","","","Jasmin Taylor Cottage","en","Main Road","en","","","adj","en","2006-12-04T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBJ3160","Jasmin Taylor Cottage","en","","","Jasmin Taylor Cottage","en","Main Road","en","","","opp","en","2006-12-04T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBJ3582","Jodrell Meadow","en","","","Jodrell Meadow","en","Jodrell Road","en","","","adj","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBJ3583","Jodrell Meadow","en","","","Jodrell Meadow","en","Jodrell Road","en","","","opp","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBL2944","Coronation Street","en","","","Coronation Street","en","Brackenfield Lane","en","","","opp","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBL2945","Coronation Street","en","","","Coronation Street","en","Brackenfield Lane","en","","","adj","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBM8026","Claylands Road","en","","","Claylands Road","en","Bakestone Moor","en","","","adj","en","2006-06-26T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBM8027","Claylands Road","en","","","Claylands Road","en","Bakestone Moor","en","","","opp","en","2006-06-26T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBM8029","Franklin Avenue","en","","","Franklin Avenue","en","Bakestone Moor","en","","","adj","en","2008-07-08T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBM8030","Butchers Arms","en","","","Butchers Arms","en","Bakestone Moor","en","","","adj","en","2007-01-16T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBM8030","Southfield Close","en","","","Southfield Close","en","Bakestone Moor","en","","","Opp","en","2010-01-04T00:00:00","2010-01-04T00:00:00",,"new"
"1000DWBM8031","Southfield Close","en","","","Southfield Close","en","Bakestone Moor","en","","","Adj","en","2010-01-04T00:00:00","2010-01-04T00:00:00",,"new"
"1000DWBR4815","Granville Street","en","","","Granville Street","en","Burton Road","en","","","Adj","en","2006-11-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBR4822","Granville Street","en","","","Granville Street","en","Burton Road","en","","","Opp","en","2006-11-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBR6743","Foxcote Way","en","","","Foxcote Way","en","Breckland Road","en","","","Opp","en","2006-12-21T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBR6744","Woodbridge Rise","en","","","Woodbridge Rise","en","Breckland Road","en","","","Opp","en","2006-12-21T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWBW3584","Hockerley Close","en","","","Hockerley Close","en","Williamson Road","en","","","adj","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCB1561","The Green Man","en","","","The Green Man","en","Canal Bridge","en","","","Opp","en","2006-11-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCB1561","The Rising Sun","en","","","The Rising Sun","en","Canal Bridge","en","","","Adj","en","2006-11-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCB5002","The Green Man","en","","","The Green Man","en","Canal Bridge","en","","","Adj","en","2006-11-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCB5002","The Rising Sun","en","","","The Rising Sun","en","Canal Bridge","en","","","Opp","en","2006-11-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCD6408","Deerlands Road","en","","","Deerlands Road","en","Central Drive","en","","","adj","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCH3572","Old Lane","en","","","Old Lane","en","Cromford Road","en","","","opp","en","2007-02-21T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCH3573","Old Lane","en","","","Old Lane","en","Cromford Road","en","","","Adj","en","2007-02-21T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCR3324","Ashton Street","en","","","Ashton Street","en","Charlestown Road","en","","","Opp","en","2007-01-08T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCR3331","Ashton Street","en","","","Ashton Street","en","Charlestown Road","en","","","Adj","en","2006-12-11T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCS6533","Pit Lane","en","","","Pit Lane","en","Church Street","en","","","adj","en","2006-11-17T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCT3713","Turnlee Road","en","","","Turnlee Road","en","Charlestown Road","en","","","opp","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWCT3714","Turnlee Road","en","","","Turnlee Road","en","Charlestown Road","en","","","adj","en","2008-10-23T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWDC6438","Coking Plant","en","","","Coking Plant","en","Derby Road","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWDC6439","Coking Plant","en","","","Coking Plant","en","Derby Road","en","","","Opp","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWDD6404","Nether Close","en","","","Nether Close","en","Deerlands Road","en","","","Opp","en","2007-01-24T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWDD6404","Parkland Drive","en","","","Parkland Drive","en","Deerlands Road","en","","","opp","en","2009-07-06T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWDD6405","Parkland Drive","en","","","Parkland Drive","en","Deerlands Road","en","","","Adj","en","2007-01-24T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWDD6406","Paddock Close","en","","","Paddock Close","en","Deerlands Road","en","","","Opp","en","2007-01-24T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWDH6394","Hunloke Farm","en","","","Hunloke Farm","en","Derby Road","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWDH6437","Hunloke Farm","en","","","Hunloke Farm","en","Derby Road","en","","","Opp","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWDN6421","Cottagehill Farm","en","","","Cottagehill Farm","en","Derby Road","en","","","Opp","en","2006-11-13T00:00:00","2009-07-06T00:00:00",,"new"
"1000DWDN6421","Mill Lane","en","","","Mill Lane","en","Derby Road","en","","","Opp","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWDN6423","Cottagehill Farm","en","","","Cottagehill Farm","en","Derby Road","en","","","Adj","en","2006-11-13T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDN6423","Mill Lane","en","","","Mill Lane","en","Derby Road","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWDR3553","The Hawthornes","en","","","The Hawthornes","en","Derby Road","en","","","adj","en","2008-08-14T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDR3555","King George Street","en","","","King George Street","en","Derby Road","en","","","Opp","en","2007-02-22T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDR3556","King George Street","en","","","King George Street","en","Derby Road","en","","","Adj","en","2007-02-21T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDR6407","Paddock Close","en","","","Paddock Close","en","Deerlands Road","en","","","Adj","en","2007-01-24T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDR8068","Layby","en","","","Garage","en","Derby Road","en","","","Opp","en","2006-11-13T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDW7498","Ling Road (North)","en","","","Ling Road (North)","en","Davian Way","en","","","Adj","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWDW7498","Wentworth Avenue","en","","","Wentworth Avenue","en","Davian Way","en","","","opp","en","2008-07-08T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWDW7499","Whitecotes Lane","en","","","Whitecotes Lane","en","Davian Way","en","","","adj","en","2006-12-21T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWER3163","Kirby Lane","en","","","Kirby Lane","en","Eversleigh Rise","en","","","adj","en","2006-12-01T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWER3163","South Darley Primary School","en","","","South Darley C. of E. Primary School","en","Eversleigh Rise","en","","","adj","en","2006-06-26T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWER3164","Kirby Lane","en","","","Kirby Lane","en","Eversleigh Rise","en","","","opp","en","2006-12-01T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWER3164","South Darley Primary School","en","","","Kirby Lane","en","Eversleigh Rise","en","","","opp","en","2006-06-26T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHA7513","Boythorpe Cemetery","en","","","Boythorpe Cemetery","en","Hunloke Avenue","en","","","adj","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHB5784","Hallam Way","en","","","Hallam Way","en","Beech Lane","en","","","adj","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHB5798","Hallam Way","en","","","Hallam Way","en","Beech Lane","en","","","opp","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHC5991","Community Centre","en","","","Community Centre","en","Station Road","en","","","adj","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHD7495","Davian Way","en","","","Davian Way","en","Hazel Drive","en","","","Opp","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWHD7495","Kingsmede Avenue","en","","","Kingsmede Avenue","en","Hazel Drive","en","","","Adj","en","2006-12-22T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHD7496","Davian Way","en","","","Davian Way","en","Hazel Drive","en","","","Adj","en","2006-12-22T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHD8229","Walton Road","en","","","Walton Road","en","Hazel Drive","en","","","opp","en","2008-07-24T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5791","Recreation Ground","en","","","Recreation Ground","en","High Lane Central","en","","","Adj","en","2007-02-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5803","Recreation Ground","en","","","Recreation Ground","en","High Lane Central","en","","","Opp","en","2007-02-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5904","Lewcote Lane","en","","","Lewcote Lane","en","High Lane East","en","","","Adj","en","2007-02-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5905","Lewcote Lane","en","","","Lewcote Lane","en","High Lane East","en","","","Opp","en","2007-02-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5906","Recreation Ground","en","","","Recreation Ground","en","High Lane East","en","","","adj","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5907","Recreation Ground","en","","","Recreation Ground","en","High Lane East","en","","","opp","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5919","Social Club","en","","","Social Club","en","High Lane East","en","","","adj","en","2007-02-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH5920","Social Club","en","","","Social Club","en","High Lane East","en","","","opp","en","2007-02-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHH8034","Spring Hill","en","","","Spring Hill","en","Hangar Hill","en","","","opp","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWHJ2941","Slack Lane","en","","","Slack Lane","en","Matlock Road","en","","","Adj","en","2006-11-10T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHR3329","Gladstone Street","en","","","Gladstone Street","en","Highfield Road","en","","","Adj","en","2007-01-08T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS3326","Wesleyan School","en","","","Wesleyan School","en","Hague Street","en","","","Adj","en","2007-01-08T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS4813","Belvedere Road","en","","","Belvedere Road","en","High Street","en","","","Adj","en","2006-11-23T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS4855","Woodville - Foster Road","en","","","Foster Road","en","High Street","en","","","adj","en","2008-07-08T00:00:00","2008-07-08T00:00:00",,"new"
"1000DWHS4856","War Memorial","en","","","War Memorial","en","High Street","en","","","opp","en","2006-11-23T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS4857","Sun Street","en","","","Sun Street","en","High Street","en","","","adj","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS5796","Nursery Avenue","en","","","Nursery Avenue","en","Scargill Road","en","","","adj","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS5800","Bagot Street","en","","","Bagot Street","en","Station Road","en","","","Adj","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHS5801","Bagot Street","en","","","Bagot Street","en","Station Road","en","","","opp","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHT5789","Post Office","en","","","Post Office","en","The Village","en","","","opp","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHT5789","The Punch Bowl Inn","en","","","The Punch Bowl Inn","en","The Village","en","","","opp","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHT5794","Post Office","en","","","Post Office","en","The Village","en","","","adj","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWHT5794","The Punch Bowl Inn","en","","","The Punch Bowl Inn","en","The Village","en","","","adj","en","2007-02-27T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWKA7518","Hazel Drive","en","","","Hazel Drive","en","Kingsmede Avenue","en","","","opp","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLI2676","Ivy Cottage","en","","","Ivy Cottage","en","Leashaw","en","","","opp","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLI2677","Ivy Cottage","en","","","Ivy Cottage","en","Leashaw","en","","","adj","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLL6415","Barley Mow Inn","en","","","Barley Mow Inn","en","Langer Lane","en","","","adj","en","2006-11-13T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLL6415","Swathwick Close","en","","","Swathwick Close","en","Langer Lane","en","","","opp","en","2008-07-08T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLL6415","Walton Way","en","","","Walton Way","en","Langer Lane","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWLL6416","Barley Mow","en","","","Barley Mow","en","Langer Lane","en","","","Opp","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWLL6416","Swathick Close","en","","","Swathick Close","en","Langer Lane","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWLL6416","Walton Way","en","","","Walton Way","en","Langer Lane","en","","","Opp","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWLL6417","Wheatlands Road","en","","","Wheatlands Road","en","Langer Lane","en","","","Opp","en","2006-11-13T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLP6412","Peartree Avenue","en","","","Peartree Avenue","en","Longedge Lane","en","","","Opp","en","2006-11-13T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWLP6412","Shops","en","","","Shops","en","Longedge Lane","en","","","Adj","en","2006-11-13T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMA3008","Temperance Hill","en","","","Temperance Hill","en","Ashover New Road","en","","","adj","en","2007-01-04T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMB3006","Whitehorse Lane","en","","","Whitehorse Lane","en","B6014 South Hill Lane","en","","","adj","en","2007-01-04T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMD7184","Scarsdale Road","en","","","Scarsdale Road","en","Dunston Road","en","","","opp","en","2008-08-12T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMD7218","Scarsdale Road","en","","","Methodist Church","en","Dunston Road","en","","","adj","en","2008-08-12T00:00:00","2010-01-18T00:00:00",,"new"
"1000DWMGC113","Garden Centre","en","","","Garden Centre","en","Ashover New Road","en","","","opp","en","2006-06-26T00:00:00","2008-10-01T00:00:00",,"new"
"1000DWMO6738","Amber Crescent (west)","en","","","Amber Crescent (west)","en","Moorland View Road","en","","","opp","en","2008-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMO6738","Kelburn Avenue","en","","","Kelburn Avenue","en","Moorland View Road","en","","","Opp","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWMP1100","Coldwell Street","en","","","Coldwell Street","en","Market Place","en","","","adj","en","2008-01-23T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMP1100","Town Hall","en","","","Town Hall","en","Market Place","en","","","Adj","en","2007-02-22T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMP3576","Coldwell Street","en","","","Coldwell Street","en","Harrison Drive","en","","","opp","en","2007-02-22T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMP3576","Dale End","en","","","Dale End","en","Harrison Drive","en","","","adj","en","2007-02-22T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2703","Hindersitch Lane","en","","","Hindersitch Lane","en","Main Road","en","","","opp","en","2010-01-20T00:00:00","2010-01-20T00:00:00",,"new"
"1000DWMR2703","Robin Hood Road","en","","","Robin Hood Road","en","Main Road","en","","","opp","en","2006-11-17T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2704","Hindersitch Lane","en","","","Hindersitch Lane","en","Main Road","en","","","adj","en","2010-01-20T00:00:00","2010-01-20T00:00:00",,"new"
"1000DWMR2704","Robin Hood Road","en","","","Robin Hood Road","en","Main Road","en","","","adj","en","2006-11-17T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2707","Shaws Hill","en","","","Shaws Hill","en","Main Road","en","","","adj","en","2010-01-20T00:00:00","2010-01-20T00:00:00",,"new"
"1000DWMR2708","Shaws Hill","en","","","Shaws Hill","en","Main Road","en","","","opp","en","2006-11-17T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2935","Brick Yard Farm","en","","","Brick Yard Farm","en","Matlock Road","en","","","Opp","en","2007-01-24T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2935","Grange Farm","en","","","Grange Farm","en","Matlock Road","en","","","Opp","en","2007-01-24T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2936","Brick Yard Farm","en","","","Brick Yard Farm","en","Matlock Road","en","","","Adj","en","2007-01-24T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2936","Grange Farm","en","","","Grange Farm","en","Matlock Road","en","","","Adj","en","2007-01-24T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2937","Post Office","en","","","The Old Post Office","en","Matlock Road","en","","","adj","en","2006-06-26T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2939","Three Horse Shoes","en","","","Three Horse Shoes Pub","en","Matlock Road","en","","","opp","en","2006-06-26T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR2940","Three Horse Shoes","en","","","Three Horse Shoes Pub","en","Matlock Road","en","","","adj","en","2006-06-26T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3255","Garage","en","","","Garage","en","Matlock Road","en","","","Opp","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3255","Spar","en","","","Spar","en","Matlock Road","en","","","Opp","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWMR3255","Walton Road","en","","","Walton Road","en","Matlock Road","en","","","adj","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3256","Foljambe Avenue","en","","","Foljambe Avenue","en","Matlock Road","en","","","Opp","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3256","Garage","en","","","Garage","en","Matlock Road","en","","","Adj","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3256","Spar","en","","","Spar","en","Matlock Road","en","","","Adj","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWMR3259","Church","en","","","Church","en","Matlock Road","en","","","Opp","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3259","Walton House Farm","en","","","Walton House Farm","en","Matlock Road","en","","","Adj","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3260","Church","en","","","Church","en","Matlock Road","en","","","Adj","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3260","Walton Back Lane","en","","","Walton Back Lane","en","Matlock Road","en","","","adj","en","2008-07-07T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWMR3260","Walton House Farm","en","","","Walton House Farm","en","Matlock Road","en","","","Opp","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3261","Stoneycroft Lane","en","","","Stoneycroft Lane","en","Matlock Road","en","","","Adj","en","2006-12-28T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWMR3262","Stoneycroft Lane","en","","","Stoneycroft Lane","en","Matlock Road","en","","","opp","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR3310","Ivy Cottage Lane","en","","","Ivy Cottage Lane","en","School Lane","en","","","opp","en","2009-07-07T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR6741","Breckland Road","en","","","Breckland Road","en","Moorland View Road","en","","","Opp","en","2006-12-28T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR7884","Winsick Park","en","","","Winsick Park","en","Mansfield Road","en","","","opp","en","2007-01-04T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMR7885","Winsick Park","en","","","Winsick Park","en","Mansfield Road","en","","","adj","en","2006-06-26T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMS6534","Duke Street","en","","","","","","","","","","","2011-03-02T00:00:00","2011-03-02T00:00:00",,"new"
"1000DWMS6535","King Street North","en","","","King Street North","en","Sheffield Road","en","","","adj","en","2006-11-30T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMS6537","Sanforth Street","en","","","Sanforth Street","en","Sheffield Road","en","","","opp","en","2008-07-08T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMS6626","Red Lion","en","","","Red Lion","en","Sheffield Road","en","","","adj","en","2008-02-04T00:00:00","2011-03-02T00:00:00",,"new"
"1000DWMS6678","Sanforth Street","en","","","Sanforth Street","en","Sheffield Road","en","","","adj","en","2006-11-30T00:00:00","2009-07-07T00:00:00",,"new"
"1000DWMT8183","Fletcher Hill","en","","","Fletcher Hill","en","Temperance Hill","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMV6734","Walton Road","en","","","Walton Road","en","Moorland View Road","en","","","opp","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMV6735","Walton Road","en","","","Walton Road","en","Moorland View Road","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMV6737","Kelburn Avenue","en","","","Kelburn Avenue","en","Moorland View Road","en","","","Adj","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWMV6739","Lakeview Avenue","en","","","Lakeview Avenue","en","Moorland View Road","en","","","Adj","en","2006-12-28T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMV6740","Lakeview Avenue","en","","","Lakeview Avenue","en","Moorland View Road","en","","","Opp","en","2006-12-28T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMV6742","Walton Close","en","","","Walton Close","en","Moorland View Road","en","","","Adj","en","2006-12-28T00:00:00","2009-07-08T00:00:00",,"new"
