"AtcoCode","CommonName","CommonNameLang","ShortName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"1000DWMX6785","Old Noahs Ark Inn","en","","","Old Noahs Ark Inn","en","Crossroads","en","","","Adj","en","2006-12-07T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMX6785","The Malt Shovel","en","","","The Malt Shovel PH","en","Crossroads","en","","","Adj","en","2006-12-07T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMXW849","Old Noahs Ark Inn","en","","","Old Noahs Ark Inn","en","Crossroads","en","","","Opp","en","2006-12-07T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWMXW849","The Malt Shovel","en","","","The Malt Shovel PH","en","Crossroads","en","","","Opp","en","2006-12-07T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNB7782","Bridle Road","en","","","Bridle Road","en","Norbriggs Road","en","","","adj","en","2008-01-30T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNC7777","Cranleigh Road","en","","","Cranleigh Road","en","Norbriggs Road","en","","","opp","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNC7778","Cranleigh Road","en","","","Cranleigh Road","en","Norbriggs Road","en","","","adj","en","2006-11-28T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNL6609","Community Centre","en","","","Community Centre","en","Langer Lane","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWNL6609","Hillhouses Lane","en","","","Hillhouses Lane","en","Langer Lane","en","","","opp","en","2006-11-13T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNL6609","Lydgate Drive","en","","","Lydgate Drive","en","Langer Lane","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWNL6609","Wingerworth Library","en","","","Library","en","Langer Lane","en","","","Adj","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWNR6414","Community Centre","en","","","Hillhouses Lane","en","Langer Lane","en","","","Opp","en","2009-07-08T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWNR6414","Lydgate Drive","en","","","Lydgate Drive","en","Langer Lane","en","","","Opp","en","2006-11-13T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNR6414","Wingerworth Library","en","","","Library","en","Langer Lane","en","","","Opp","en","2010-02-10T00:00:00","2010-02-10T00:00:00",,"new"
"1000DWNR6610","Central Drive","en","","","Central Drive","en","New Road","en","","","Adj","en","2006-11-13T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNR6611","Lakeside","en","","","Lakeside","en","Nethermoor Road","en","","","Adj","en","2006-11-13T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNR6611","Smithy Pond","en","","","Smithy Pond","en","Nethermoor Road","en","","","Adj","en","2006-11-13T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWNR7781","Bridle Road","en","","","Bridle Road","en","Norbriggs Road","en","","","opp","en","2008-01-30T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWPH7532","Netherfield Road","en","","","Netherfield Road","en","Park Hall Avenue","en","","","adj","en","2008-08-07T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWPS8033","Community Centre","en","","","Community Centre","en","Portland Street","en","","","opp","en","2007-01-16T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5000","Beech Avenue","en","","","Beech Avenue","en","Repton Road","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5000","Saxon Grove","en","","","Saxon Grove","en","Repton Road","en","","","Opp","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5001","Beech Avenue","en","","","Beech Avenue","en","Repton Road","en","","","opp","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5001","Saxon Grove","en","","","Saxon Grove","en","Repton Road","en","","","Adj","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5003","Hall Lane","en","","","Hall Lane","en","Repton Road","en","","","Adj","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5003","Works","en","","","Works","en","Repton Road","en","","","Opp","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5004","Hall Lane","en","","","Hall Lane","en","Repton Road","en","","","Opp","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWRR5004","Works","en","","","Works","en","Repton Road","en","","","Adj","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSC3579","Kingsfield Road","en","","","Kingsfield Road","en","Stafford Crescent","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSJ3337","Memorial Gardens","en","","","Memorial Gardens","en","St Johns Street","en","","","Adj","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSJ3337","St Marys Gate","en","","","St Marys Gate","en","St Johns Street","en","","","Adj","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSJS595","Memorial Gardens","en","","","Memorial Gardens","en","St Johns Street","en","","","Opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSJS595","Wood Street","en","","","Wood Street","en","St Johns Street","en","","","Opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSL3431","Main Road","en","","","Main Road","en","School Lane","en","","","opp","en","2006-06-26T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWSL3433","Top Lane","en","","","Top Lane","en","School Lane","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTA5180","Twyford Close","en","","","Twyford Close","en","Trent Avenue","en","","","adj","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTG3622","Clock Garage","en","","","Clock Garage","en","Swadlincote Road","en","","","outside","en","2007-07-20T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTG3623","Clock Garage","en","","","Clock Garage","en","High Street","en","","","opp","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTG3624","Clock Garage","en","","","Clock Garage","en","Burton Road","en","","","NW-bound","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTM1529","Coton Road","en","","","Coton Road","en","Main Street","en","","","opp","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTM2304","Coton Road","en","","","Coton Road","en","Main Street","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTM5106","The Plough Inn","en","","","The Plough Inn","en","Weston Road","en","","","opp","en","2007-01-05T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTM5107","The Plough Inn","en","","","The Plough Inn","en","Weston Road","en","","","adj","en","2007-01-05T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTR5177","Oaks Road","en","","","Oaks Road","en","Twyford Road","en","","","Opp","en","2006-11-23T00:00:00","2009-04-17T00:00:00",,"new"
"1000DWTR5178","Primary School","en","","","Primary School","en","Twyford Road","en","","","Adj","en","2006-11-23T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWTW5077","Westering","en","","","Westering","en","Weston Road","en","","","opp","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWB6748","Park Hall Avenue","en","","","Park Hall Avenue","en","Walton Back Lane","en","","","Opp","en","2007-01-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWB7783","Bolsover Road","en","","","Bolsover Road","en","Woodthorpe Road","en","","","adj","en","2006-12-01T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWB7784","Bolsover Road","en","","","Bolsover Road","en","Woodthorpe Road","en","","","opp","en","2006-12-01T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWL0809","Waterswallows Lane","en","","","Waterswallows Lane","en","Waterswallows Road","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWL3847","Waterswallows Lane","en","","","Waterswallows Lane","en","Waterswallows Road","en","","","opp","en","2006-12-18T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWL5726","Marston Lane","en","","","Marston Lane","en","Waldley Lane","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWR2766","Orchard Close","en","","","Orchard Close","en","Waingroves Road","en","","","adj","en","2006-11-17T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWR3253","Foljambe Avenue","en","","","Foljambe Avenue","en","Walton Road","en","","","Opp","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWWR3254","Foljambe Avenue","en","","","Foljambe Avenue","en","Walton Road","en","","","Adj","en","2010-01-29T00:00:00","2010-01-29T00:00:00",,"new"
"1000DWWR4826","Goseley Avenue","en","","","Goseley Avenue","en","Woodville Road","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWS8035","Spring Hill","en","","","Spring Hill","en","Welbeck Street","en","","","adj","en","2007-01-16T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWS8036","Duke Street","en","","","Duke Street","en","Welbeck Street","en","","","adj","en","2007-01-16T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWS8037","Duke Street","en","","","Duke Street","en","Welbeck Street","en","","","opp","en","2008-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DWWT6530","Orchard Close","en","","","Orchard Close","en","Waingroves Road","en","","","opp","en","2006-11-17T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYAL3127","Harthill View","en","","","Harthill View","en","Alport Lane","en","","","adj","en","2006-06-26T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYAL3128","Harthill View","en","","","Harthill View","en","Alport Lane","en","","","opp","en","2006-06-26T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYAL3130","Conksbury Lane","en","","","Conksbury Lane","en","Alport Lane","en","","","adj","en","2009-07-08T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYAL3130","Old Hall","en","","","Old Hall","en","Alport Lane","en","","","adj","en","2006-06-26T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYBA3766","Bemrose Gate","en","","","Bemrose Gate","en","Ashopton Road","en","","","Opp","en","2006-11-30T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYBAR241","Bemrose Gate","en","","","Bemrose Gate","en","Ashopton Road","en","","","Adj","en","2006-11-30T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYCS3129","George Hotel","en","","","George Hotel","en","Church Street","en","","","opp","en","2006-06-26T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYLL5703","Holy Trinity Church","en","","","Holy Trinity Church","en","Leapley Lane","en","","","opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYLL5703","Rodsley Lane","en","","","Rodsley Lane","en","Leapley Lane","en","","","Adj","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYLL5762","Holy Trinity Church","en","","","Holy Trinity Church","en","Leapley Lane","en","","","Opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYLL5762","Rodsley Lane","en","","","Rodsley Lane","en","Leapley Lane","en","","","Opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYMS3131","The Old Hall","en","","","The Old Hall","en","Main Street","en","","","adj","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYMS3132","The Old Hall","en","","","The Old Hall","en","Middleton Road","en","","en","opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"1000DYMS3133","The Farmyard Inn","en","","","The Farmyard Inn","en","Middleton Road","en","","","Opp","en","2007-02-22T00:00:00","2009-07-08T00:00:00",,"new"
"109000000535","Gower Street","en","","","","","","","","","","","2008-09-24T00:00:00","2009-07-16T00:00:00",,"new"
"109000008728","Oakover Drive Bottom","en","","","","","","","","","","","2008-04-24T00:00:00","2008-04-24T00:00:00",,"new"
"109000008731","Markeaton Hotel","en","","","","","","","","","","","2008-11-25T00:00:00","2008-11-25T00:00:00",,"new"
"109000008732","Markeaton Hotel","en","","","Allestree Lane","en","Kedleston Road","en","","","adj","en","2007-02-20T00:00:00","2008-05-02T00:00:00",,"new"
"109000008733","Markeaton Hotel","en","","","","","","","","","","","2008-11-25T00:00:00","2008-11-25T00:00:00",,"new"
"109000008734","Allestree. Derby RFC","en","","","Birchover Way","en","Kedleston Road","en","","","adj","en","2006-06-26T00:00:00","2007-06-18T00:00:00",,"new"
"109000008747","Hardwick Avenue","en","","","Hardwick Avenue","en","Blenheim Drive","en","","","opp","en","2007-02-20T00:00:00","2009-04-24T00:00:00",,"new"
"109000008756","Askerfield Avenue","en","","","Askerfield Avenue","en","Kedleston Road","en","","","opp","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008759","Vicarwood Avenue","en","","","Vicarwood Avenue","en","Mileash Lane","en","","","opp","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008767","Ferrers Way","en","","","Ferrers Way","en","Duffield Road","en","","","Opp","en","2008-04-24T00:00:00","2008-04-24T00:00:00",,"new"
"109000008769","Causeway","en","","","Causeway","en","Birchover Way","en","","","opp","en","2007-02-21T00:00:00","2009-04-24T00:00:00",,"new"
"109000008774","Poplar Nook","en","","","","","","","","","","","2008-05-15T00:00:00","2008-05-15T00:00:00",,"new"
"109000008782","Portreath Drive","en","","","Portreath Drive","en","Birchover Way","en","","","adj","en","2008-04-11T00:00:00","2009-04-24T00:00:00",,"new"
"109000008791","Laburnum Crescent","en","","","Laburnum Crescent","en","Woodlands Road","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008792","Laburnum Crescent","en","","","Laburnum Crescent","en","Woodlands Road","en","","","opp","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008796","Darley Abbey. Village","en","","","New Road","en","Mileash Lane","en","","","adj","en","2007-02-21T00:00:00","2007-06-18T00:00:00",,"new"
"109000008800","Derwent Avenue","en","","","Derwent Avenue","en","Duffield Road","en","","","opp","en","2006-06-26T00:00:00","2009-04-24T00:00:00",,"new"
"109000008800","Post Office","en","","","Park Lane","en","Duffield Road","en","","","adj","en","2008-09-02T00:00:00","2009-04-24T00:00:00",,"new"
"109000008801","Allestree. Gisborne Crescent (north)","en","","","Gisborne Crescent (north)","en","Duffield Road","en","","","opp","en","2006-06-26T00:00:00","2007-06-18T00:00:00",,"new"
"109000008802","Gisborne Crescent (south)","en","","","Kings Croft","en","Duffield Road","en","","","opp","en","2006-06-26T00:00:00","2009-04-24T00:00:00",,"new"
"109000008812","Medway Drive","en","","","Medway Drive","en","Ford Lane","en","","","opp","en","2008-05-15T00:00:00","2010-01-11T00:00:00",,"new"
"109000008813","Cuckmere Close","en","","","Cuckmere Close","en","Lambourn Drive","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008821","Scarborough Rise bottom","en","","","Scarborough Rise","en","Old Mansfield Road","en","","","opp","en","2008-04-11T00:00:00","2008-06-11T00:00:00",,"new"
"109000008829","Breadsall Hilltop. The Rocket","en","","","Perth Street","en","Scarborough Rise","en","","","opp","en","2006-06-26T00:00:00","2008-06-13T00:00:00",,"new"
"109000008832","St Andrews View","en","","","St Andrews View","en","Stratford Road","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008833","Coniston Crescent Top","en","","","Coniston Crescent","en","Scarborough Rise","en","","","adj","en","2007-02-21T00:00:00","2008-05-19T00:00:00",,"new"
"109000008834","Breadsall Hilltop. Horncastle Road","en","","","Horncastle Road","en","Scarborough Road","en","","","adj","en","2007-02-21T00:00:00","2007-06-18T00:00:00",,"new"
"109000008839","Breadsall Hilltop. Skipton Green","en","","","Skipton Green","en","Scarborough Rise","en","","","opp","en","2007-02-21T00:00:00","2007-06-18T00:00:00",,"new"
"109000008856","Chaddesden. Wingfield Drive","en","","","Wingfield Drive","en","Wood Road","en","","","Opp","en","2007-02-22T00:00:00","2008-06-16T00:00:00",,"new"
"109000008857","Countisbury Drive","en","","","Countisbury Drive","en","Bishops Drive","en","","","opp","en","2007-02-21T00:00:00","2009-07-20T00:00:00",,"new"
"109000008866","The Bungalow","en","","","The Bungalow","en","Mansfield Road","en","","","Adj","en","2007-02-21T00:00:00","2008-04-25T00:00:00",,"new"
"109000008867","Oakwood Cars","en","","","Oakwood Cars","en","Mansfield Road","en","","","adj","en","2007-02-21T00:00:00","2008-04-25T00:00:00",,"new"
"109000008868","Porters Lane","en","","","Porters Lane","en","Mansfield Road","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008869","Porters Lane","en","","","Porters Lane","en","Mansfield Road","en","","","opp","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008871","Chaddesden. Swanwick Gardens","en","","","","","","","","","","","2008-06-16T00:00:00","2008-06-16T00:00:00",,"new"
"109000008872","Chaddesden. Wood Road","en","","","Chinley Road","en","Wood Road","en","","","opp","en","2006-06-26T00:00:00","2007-06-18T00:00:00",,"new"
"109000008875","Bishops Drive","en","","","Bishops Drive","en","Springwood Drive","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008881","Surgery","en","","","Danebridge Crescent (west)","en","Bishops Drive","en","","","opp","en","2007-02-21T00:00:00","2009-07-20T00:00:00",,"new"
"109000008885","Rosemoor Lane","en","","","","","","","","","","","2008-04-25T00:00:00","2008-04-25T00:00:00",,"new"
"109000008895","Lime Lane","en","","","Lime Lane","en","Morley Road","en","","","opp","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008896","Lime Lane","en","","","Lime Lane","en","Morley Road","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008898","Locko Road","en","","","Locko Road","en","Morley Road","en","","","adj","en","2010-01-11T00:00:00","2010-01-11T00:00:00",,"new"
"109000008899","Goodrington Road","en","","","Goodrington Road","en","Smalley Drive","en","","","Opp","en","2006-06-26T00:00:00","2009-07-20T00:00:00",,"new"
"109000008900","Nags Head","en","","","Nags Head PH","en","Uttoxeter Road","en","","","adj","en","2007-01-23T00:00:00","2009-07-17T00:00:00",,"new"
"109000008903","The Vine","en","","","Station Road","en","Uttoxeter Road","en","","","adj","en","2007-01-23T00:00:00","2009-07-17T00:00:00",,"new"
"109000008906","Curzon Court","en","","","Curzon Court","en","Vicarage Road","en","","","Adj","en","2008-04-01T00:00:00","2009-07-17T00:00:00",,"new"
