"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"490006135S","","900057378C","Marylebone (London)","en","London (Marylebone): Baker Street, Stop 19","en","U",527746,181994,"","",0,""
"490006164A","","900057535A","Mitcham","en","London (Mitcham): opp Downe Rd, Stop A","en","U",527807,169232,"","",0,""
"490006164B","","900057535B","Mitcham","en","London (Mitcham): nr Downe Rd, Stop B","en","U",527847,169215,"","",0,""
"490006266EC","","900057999C","Walworth (London)","en","London (Walworth): Dunton Road","en","U",533591,178421,"","",0,""
"490006266NA","","900057999A","Walworth (London)","en","London (Walworth): opp Tescos","en","U",533597,178503,"","",0,""
"490006557C","","900057396C","Embankment","en","London: opp Embankment Pier, Stop D","en","U",530475,180471,"","",0,""
"4900074801","","900057888R","Victoria (London)","en","London (Victoria): Green Line Coach Station, Sto","en","U",528813,178787,"","",0,""
"49000748010","","900057888U","Victoria (London)","en","London (Victoria): Green Line Coach Station, Sto","en","U",528697,178724,"","",0,""
"4900074802","","900057888Q","Victoria (London)","en","London (Victoria): Green Line Coach Station, Sto","en","U",528805,178767,"","",0,""
"4900074804","","900057888P","Victoria (London)","en","London (Victoria): Green Line Coach Station, Sto","en","U",528787,178723,"","",0,""
"4900074805","","900057888N","Victoria (London)","en","London (Victoria): Green Line Coach Station, Sto","en","U",528777,178701,"","",0,""
"4900074806","","900057888","Victoria (London)","en","London (Victoria): Green Line Coach Station","en","U",528738,178829,"","",0,""
"4900074809","","900057888M","Victoria (London)","en","London (Victoria): Green Line Coach Station, Sto","en","U",528710,178757,"","",0,""
"490007705F","","900057336C","Hammersmith (London)","en","London (Hammersmith Bridge Road): Stop KA","en","U",523427,178520,"","",0,""
"490007705G","","900057336A","Hammersmith (London)","en","London (Hammersmith Bridge Road): Stop N","en","U",523396,178562,"","",0,""
"4900080161","","900057286A","Heathrow Airport","en","Heathrow Airport: Central Bus Stn (for T1, T3)","en","U",507585,175798,"","",0,""
"490008651W","","900057350","Notting Hill","en","London (Holland Pk Ave): Kensington Hilton","en","U",524040,179977,"","",0,""
"490008915N","","900057348C","Millbank (London)","en","Westminster (London): Millbank Thames House, Sto","en","U",530230,178827,"","",0,""
"490008915S2","","900057348A","Millbank (London)","en","Westminster (London): Millbank Thames House, Sto","en","U",530262,178863,"","",0,""
"490009633N","","900057387C","Mayfair","en","London (Marble Arch): Park Lane","en","U",527919,180729,"","",0,""
"490009633X","","900057387A","Mayfair","en","London (Marble Arch): Park Lane, Stop S","en","U",527883,180825,"","",0,""
"490009711Q","","900057382M","Marylebone (London)","en","London: Baker St/Gloucester Place, Stop Q","en","U",527795,181841,"","",0,""
"490010208L","","900057576A","New Cross Gate/Sth Bermondsey","en","London (New Cross): opp Tube Stn, Stop P","en","U",536031,177131,"","",0,""
"490010408P","","900098263","Barking (London)","en","Barking: North Street, London Road","en","U",544030,184135,"","",0,""
"490010529B","","900057328C","West Brompton","en","London (Earls Court Rd): Stop A","en","U",525479,178231,"","",0,""
"490010816N","","900057320C","Lisson Grove","en","London (Lisson Grove): Park Road","en","U",527247,182741,"","",0,""
"490010816P","","900057320A","Lisson Grove","en","London (Lisson Grove): Park Road","en","U",527256,182756,"","",0,""
"490011112E","","900098265","Belvedere (London)","en","Belvedere: Poplar Mount","en","U",550029,179042,"","",0,""
"490011124F","","900057382N","Marylebone (London)","en","London (Marylebone): Porter Street","en","U",527958,181871,"","",0,""
"490011522E","","900057516A","Lewisham","en","London (Lewisham): High St, Rennell St, Stop E","en","U",538279,175724,"","",0,""
"490011659G","","900057436C","Romford (London)","en","Romford: Coach Stop, nr library","en","U",551360,189117,"","",0,""
"490011659H","","900057436A","Romford (London)","en","Romford: Bus Stop H","en","U",551279,189098,"","",0,""
"490012466G","","900057533A","Wallington (London)","en","London (Wallington): nr Stafford Rd, Stop G","en","U",528968,163563,"","",0,""
"490012466H","","900057533B","Wallington (London)","en","London (Wallington): nr Stafford Rd, Stop H","en","U",528974,163587,"","",0,""
"490012755E","","900057322M","City of London","en","London: St Katharine Cree, Stop X","en","U",533407,181128,"","",0,""
"490012755W","","900057322N","City of London","en","London: St Katharine Cree, Stop W","en","U",533372,181120,"","",0,""
"490012783E","","900057876M","City of London","en","London: St. Mary Axe, Stop LR","en","U",533164,181143,"","",0,""
"490012783W","","900057876N","City of London","en","London: St. Mary Axe, Stop Z","en","U",533141,181131,"","",0,""
"490012904B","","900057456B","Stratford (London)","en","London (Stratford): Bus Stn","en","U",538658,184342,"","",0,""
"490012904C","","900057456C","Stratford (London)","en","London (Stratford): Bus Stn, Stop C","en","U",538663,184386,"","",0,""
"490012904D","","900057456E","Stratford (London)","en","London (Stratford): Bus Stn, Stop D","en","U",538670,184303,"","",0,""
"490012904E","","900057456A","Stratford (London)","en","London (Stratford): Broadway, Stop F (Z)","en","U",538634,184397,"","",0,""
"490014051N","","900057366Z","Victoria (London)","en","London: Victoria Coach Station","en","U",528539,178674,"","",0,""
"490014051U10","","900057366A","Victoria (London)","en","London: Victoria Coach Stn","en","U",528584,178704,"","",0,""
"490014051U10","","900057366E","Victoria (London)","en","London: Victoria Coach Stn","en","U",528584,178704,"","",0,""
"490014184U","","900057567C","Wandsworth","en","London (Wandsworth): Stop U","en","U",525598,174645,"","",0,""
"490014184W","","900057567A","Wandsworth","en","London (Wandsworth): Stop D","en","U",525522,174628,"","",0,""
"490014256D","","900057328A","Earls Court","en","London (Earls Court Rd): Stop A","en","U",525079,178680,"","",0,""
"490015018E1","","900057586C","Eltham","en","London (Eltham): opp Yorkshire Grey McDonalds","en","U",541470,174638,"","",0,""
"490015018W2","","900057586A","Eltham","en","London (Eltham): Yorkshire Grey McDonalds","en","U",541479,174603,"","",0,""
"490015040W","","900057378N","Marylebone (London)","en","Marylebone (London): Baker Street, Stop W","en","U",527831,181951,"","",0,""
"490015205S","","900057387P","Mayfair","en","London: Marble Arch Coach Stop, Stop S","en","U",527952,180849,"","",0,""
"490015316J","","900057382A","Marylebone (London)","en","London (Baker St/Glos Pl): nr Robert Adam St","en","U",528079,181488,"","",0,""
"490015317N","","900057382C","Marylebone (London)","en","London (Baker St/Glos Pl): opp Portman Close","en","U",527944,181356,"","",0,""
"490015463M","","900057352","Kensington (London)","en","London (Notting Hill Gate Stn): Clanricarde Gdns","en","U",525468,180523,"","",0,""
"49001643011","","900057230A","Heathrow Airport Terminal 5","en","Heathrow Airport: Terminal 5, Arrivals Level","en","U",505022,175760,"","",0,""
"49001643012","","900057230C","Heathrow Airport Terminal 5","en","Heathrow Airport: Terminal 5, Arrivals Level","en","U",505023,175740,"","",0,""
"490016736W","","900057366L","Victoria (London)","en","London: Victoria Coach Station Arrivals","en","U",528596,178789,"","",0,""
"490019525N","","900098350","Greenwich (London)","en","Greenwich Park: Olympic Shuttle Stop","en","U",538988,176592,"","",0,""
"490019526SE","","900098351","Stratford (London)","en","Stratford (London): Northern Transport Mall","en","U",537171,185829,"","",0,""
"490019527E","","900098349","Custom House","en","Excel: Olympic Shuttle Stop","en","U",540338,180773,"","",0,""
"5110AWD70581","","900098269","Llandrillo","en","Llandrillo (Denbighshire): Dudley Arms PH","en","U",303442,337126,"","",0,""
"5110AWD70603","","900012091","Llangollen","en","Llangollen: Market St, Memorial Hall","en","U",321399,342019,"","",0,""
"5110AWD72220","","900011361","Rhyl","en","Rhyl: Promenade, Bus Lay-by, nr Sea Life Centre","en","U",300773,381700,"","",0,""
"5110AWD72231","","900011323A","Rhyl","en","Rhyl: Rhyl Coast Road opp Lyons Holiday Camp (E)","en","U",303028,382328,"","",0,""
"5110AWF80131","","900011331","Prestatyn","en","Prestatyn: Bus Stn","en","U",306479,382914,"","",0,""
"5110AWF80138","","900011392","Prestatyn","en","Prestatyn (Pontins): Holiday Centre","en","U",306894,383733,"","",0,""
"5110AWF80146","","900011341C","Y-Ffrith","en","Prestatyn (Ffrith): Post Office","en","U",304918,382958,"","",0,""
"5110AWF80153","","900011341A","Y-Ffrith","en","Prestatyn (Ffrith): opp Ffrith Hotel","en","U",304925,382847,"","",0,""
"5110WDB48306","","900011323C","Bryhedydd Bay","en","Rhyl: Rhyl Coast Road o/s Lyons Holiday Camp (W)","en","U",302987,382305,"","",0,""
"5120AWF80818","","900011742A","Greenfield (Flintshire)","en","Greenfield: Queens Head","en","U",319563,377707,"","",0,""
"5120AWF80842","","900011381A","Talacre","en","Talacre: Station Road End","en","U",311325,383391,"","",0,""
"5120AWF80847","","900011352","Gronant","en","Gronant (for Presthaven Sands): Crossroads","en","U",309083,383459,"","",0,""
"5120AWF80996","","900011721A","Flint","en","Flint: The Ship Inn","en","U",324405,373191,"","",0,""
"5120AWF80997","","900011721C","Flint","en","Flint: Bus Shelter, Earl St/Holywell Rd","en","U",324344,373225,"","",0,""
"5120FLX17097","","900011742C","Greenfield (Flintshire)","en","Greenfield: opp Packet House","en","U",319519,377720,"","",0,""
"5120WDB25442","","900011381C","Talacre","en","Talacre: opp Station Road End","en","U",311307,383424,"","",0,""
"5130AWA17173","","900011391C","Towyn","en","Towyn: opp Seagull Inn","en","U",297582,379541,"","",0,""
"5130AWA17177","","900011313C","Kinmel Bay","en","Kinmel Bay: opp Post Office","en","U",298908,380414,"","",0,""
"5130AWD70303","","900011251A","Llandudno Junction","en","Llandudno Junction: Rly Stn stop U","en","U",279449,377940,"","",0,""
"5130AWD70304","","900011251C","Llandudno Junction","en","Llandudno Junction: Rly Stn stop T","en","U",279527,377906,"","",0,""
"5130AWD70330","","900011242A","Colwyn Bay","en","Colwyn Bay: o/s Guys Newsagents","en","U",284778,379050,"","",0,""
"5130AWD71207","","900011241","Llandudno","en","Llandudno: Mostyn Broadway, Coach Park","en","U",278554,382161,"","",0,""
"5130AWD72284","","900011231A","Llandrillo-yn-Rhos","en","Llandrillo-yn-Rhos: opp The Ship","en","U",283360,380532,"","",0,""
"5130AWD72285","","900011231C","Llandrillo-yn-Rhos","en","Llandrillo-yn-Rhos: The Ship","en","U",283361,380586,"","",0,""
"5130AWF80090","","900011313A","Kinmel Bay","en","Kinmel Bay: Post Office","en","U",298865,380406,"","",0,""
"5130AWF80094","","900011391A","Towyn","en","Towyn: nr Seagull Inn","en","U",297490,379497,"","",0,""
"5130AWF80103","","900011301C","Pensarn (Conwy)","en","Pensarn: opp Abergele Rail Station","en","U",294813,378654,"","",0,""
"5130AWF80104","","900011301A","Pensarn (Conwy)","en","Pensarn: Abergele Rail Station","en","U",294637,378615,"","",0,""
"5130AWP26582","","900011291A","Penrhyn Bay","en","Penrhyn Bay: Llanrhos Rd junc.","en","U",282203,381204,"","",0,""
"5130AWQ26435","","900011242C","Colwyn Bay","en","Colwyn Bay: o/s job Centre","en","U",284795,379014,"","",0,""
"5130AWQ26443","","900011291C","Penrhyn Bay","en","Penrhyn Bay: junc Llanrhos Rd/Llandudno Rd","en","U",282163,381246,"","",0,""
"5140AWD70623","","900012310A","Ruabon","en","Ruabon: High St, Police Station","en","U",330364,343918,"","",0,""
"5140AWD70624","","900012310C","Ruabon","en","Ruabon: Bus Lay-by","en","U",330435,344107,"","",0,""
"5140AWD70628","","900012312","Wrexham","en","Wrexham: Bus Stn ","en","U",333307,350524,"","",0,""
"5140AWD71969","","900012061A","Froncysyllte","en","Froncysyllte: Alma Road, nr Aqueduct Inn","en","U",327132,341246,"","",0,""
"5140AWD72484","","900011201A","Rhosllanerchrugog","en","Johnstown: Bus Shelter","en","U",330097,346310,"","",0,""
"5140AWF80270","","900012013C","Plas Madoc","en","Acrefair: opp Leisure Centre","en","U",328765,343564,"","",0,""
"5140AWF80543","","900012031C","Chirk","en","Chirk: opp Hand Hotel","en","U",329096,337653,"","",0,""
"5140PWX18922","","900012031A","Chirk","en","Chirk: Bus Lay-by, opp HSBC Bank","en","U",329062,337771,"","",0,""
"5140WDB46481","","900012061C","Froncysyllte","en","Froncysyllte: Crossroads Stores","en","U",327246,341193,"","",0,""
"5140WRX02054","","900012013A","Plas Madoc","en","Acrefair: Leisure Centre","en","U",328767,343578,"","",0,""
"5140WRX02128","","900011201C","Rhosllanerchrugog","en","Johnstown: o/s Spar Shop","en","U",330108,346309,"","",0,""
"5210AWC50978","","900014765","Haverfordwest","en","Haverfordwest: Bus Stn","en","U",195504,215886,"","",0,""
"5210AWC51019","","900098276","St David's (Pembrokeshire)","en","St David's: New Street Playground","en","U",175533,225530,"","",0,""
"5210AWC51228","","900014725A","Steynton","en","Steynton: St Peter's Church, opp Phone Box","en","U",191663,207537,"","",0,""
"5210AWC51229","","900014725C","Steynton","en","Steynton: St Peter's Church, Phone Box","en","U",191679,207597,"","",0,""
"5210AWC51242","","900014745A","Neyland","en","Neyland: Honeyboro' R/about Bus Stop, nr Busines","en","U",196017,205993,"","",0,""
"5210AWC51242","","900014745C","Neyland","en","Neyland: Honeyboro' R/about Bus Stop, nr Busines","en","U",196017,205993,"","",0,""
"5210AWC51249","","900014775A","Johnston (Pembrokeshire)","en","Johnston: outside Railway Inn","en","U",193264,210559,"","",0,""
"5210AWC51250","","900014775C","Johnston (Pembrokeshire)","en","Johnston: opp Railway Inn","en","U",193259,210575,"","",0,""
"5210AWC51493","","900014665","Pembroke Dock","en","Pembroke Dock Tesco","en","U",197377,203595,"","",0,""
"5210AWC51515","","900014655A","Pembroke","en","Pembroke: o/s Somerfield Supermarket","en","U",198378,201512,"","",0,""
"5210AWC51520","","900014655C","Pembroke","en","Pembroke: Castle","en","U",198266,201547,"","",0,""
"5210AWC52040","","900014635","Tenby","en","Tenby: Upper Park Rd","en","U",213190,200438,"","",0,""
"5210AWC52561","","900014685","Kilgetty","en","Kilgetty: Community Centre","en","U",212236,207165,"","",0,""
"5220AWC52524","","900014001A","St Clears","en","St Clears: Black Lion P.H.","en","U",228128,216442,"","",0,""
"5220AWC52525","","900014001C","St Clears","en","St Clears: Car Park","en","U",227992,216400,"","",0,""
"5220AWK65860","","900014035","Carmarthen","en","Carmarthen: Bus Station 2","en","U",241124,219962,"","",0,""
"5220AWM21062","","900098280","Pencader","en","Pencader: Square (NW)","en","U",244578,236019,"","",0,""
"5220CMX16731","","900014045A","Cross Hands (Carmarthen)","en","Cross Hands: Llandeilo Rd, outside library","en","U",256181,212736,"","",0,""
"5220CMX16732","","900014045C","Cross Hands (Carmarthen)","en","Cross Hands: Bus Stop, opp Library","en","U",256175,212748,"","",0,""
"5220WDB25149","","900014202","Llanelli","en","Llanelli: Bus Stn, Stepney Place, Stand 5","en","U",250928,200417,"","",0,""
"5230AWC53151","","900014530","Lampeter","en","Lampeter: Black Lion","en","U",257627,248108,"","",0,""
"5230AWC53166","","900098279","Llandysul (Ceredigion)","en","Llandysul: St Tysul's Church","en","U",241823,240648,"","",0,""
"5230AWD71006","","900014520","Aberaeron","en","Aberaeron: Alban Square","en","U",245901,262893,"","",0,""
"5230AWD71087","","900012123","Aberystwyth","en","Aberystwyth University: Porters Lodge","en","U",259596,281987,"","",0,""
"5230AWD71092","","900012183","Aberystwyth","en","Aberystwyth: Bus Station","en","U",258545,281636,"","",0,""
"5230AWD71648","","900012104C","Pen-llwyn (Ceredigion)","en","Capel Bangor: opp Penllwyn","en","U",265193,280354,"","",0,""
"5230AWD71658","","900012173A","Ponterwyd","en","Ponterwyd: o/s BP Garage","en","U",274939,280850,"","",0,""
"5230CGX16192","","900012104A","Pen-llwyn (Ceredigion)","en","Capel Bangor: Penllwyn, Bus Shelter","en","U",265193,280347,"","",0,""
"5230CGX16210","","900012173C","Ponterwyd","en","Ponterwyd: George Borrow Hotel","en","U",274939,280859,"","",0,""
"5310AWB32201","","900015255","Newport (S. Wales)","en","Newport (S.Wales): Bus Stn","en","U",331184,188137,"","",0,""
"5320AWB32582","","900015450","Abertillery","en","Abertillery: Bywater Row 1","en","U",321877,204090,"","",0,""
"5320AWB32812","","900015445","Ebbw Vale","en","Ebbw Vale: Coach Stop, Inner By-pass","en","U",316830,209707,"","",0,""
"5320AWB32972","","900015435","Brynmawr (Bl Gwent)","en","Brynmawr: Bus Stn","en","U",319134,211637,"","",0,""
"5320AWL26204","","900015475","Tredegar","en","Tredegar: o/s Lidl","en","U",314104,209350,"","",0,""
"5330AWB31203","","900015165","Monmouth","en","Monmouth: Bus Stn","en","U",350481,212633,"","",0,""
"5330AWB32097","","900015345","Chepstow","en","Chepstow: Bus Stn","en","U",353193,193759,"","",0,""
"5330AWB32289","","900015175","Abergavenny","en","Abergavenny: Bus Stn","en","U",330135,213973,"","",0,""
"5340AWB30069","","900015440M","Northville (Cwmbran)","en","Cwmbran: Trussel Road","en","U",329610,195863,"","",0,""
"5340AWB30740","","900015430","Pontypool","en","Pontypool: Town Hall","en","U",328312,200750,"","",0,""
"5400AWD70018","","900098268","Barmouth","en","Barmouth: Jubilee Road","en","U",261261,315772,"","",0,""
"5400AWD70171","","900012730","Dolgellau","en","Dolgellau: Eldon Square ","en","U",272794,317765,"","",0,""
"5400AWD70195","","900011571","Caernarfon","en","Caernarfon: Penllyn Bus Stn","en","U",248029,362757,"","",0,""
"5400AWD70234","","900011581A","Penygroes (Gwynedd)","en","Penygroes: Bus Stop, G & S Stores","en","U",247081,352920,"","",0,""
"5400AWD70264","","900012631A","Porthmadog","en","Porthmadog: outside Tesco","en","U",256660,338987,"","",0,""
"5400AWD70574","","900098267","Bala","en","Bala: High Street (Y Badell Aur)","en","U",292661,336044,"","",0,""
"5400AWD70703","","900098277","Blaenau Ffestiniog","en","Blaenau Ffestiniog: Railway Station","en","U",270100,345899,"","",0,""
"5400AWD71107","","900012651A","Criccieth","en","Criccieth: Memorial Hall","en","U",250002,338143,"","",0,""
"5400AWD71108","","900012651C","Criccieth","en","Criccieth: opp Memorial Hall","en","U",250010,338151,"","",0,""
"5400AWD71142","","900012612C","Afon Wen (Gwynedd)","en","Hafan y Mor (Pwllheli): o/s Reception","en","U",242832,336793,"","",0,""
"5400AWP26371","","900012612A","Afon Wen (Gwynedd)","en","Hafan y Mor (Pwllheli): o/s Reception","en","U",242744,336780,"","",0,""
"5400AWP26382","","900012611","Tremadog","en","Tremadoc: Market Square","en","U",256196,340132,"","",0,""
"5400AWP26384","","900012631C","Porthmadog","en","Porthmadog: outside Sportsman Hotel","en","U",256679,338910,"","",0,""
"5400GYX17099","","900012641","Pwllheli","en","Pwllheli: Bus Station","en","U",237419,334957,"","",0,""
"5400GYX17360","","900011621","Bangor","en","Bangor: Bus Station","en","U",258175,372207,"","",0,""
"5400GYX17467","","900011581C","Penygroes (Gwynedd)","en","Penygroes: opp Poveys Garage","en","U",247073,352921,"","",0,""
"5410AWD70527","","900011171","Holyhead","en","Holyhead: Ferry Terminal","en","U",224903,382290,"","",0,""
"5510AWA13122","","900014425","Derwen (Bridgend)","en","Bridgend-Sarn: Odeon (for McArthur Glen)","en","U",290968,182641,"","",0,""
"5520AWA13900","","900014101","Aberdare","en","Aberdare: Duke St, Bus Stn","en","U",300471,202599,"","",0,""
"5520AWA14284","","900015065","Pontypridd","en","Pontypridd: Bus Stn","en","U",307321,190480,"","",0,""
"5530AWB33896","","900014105","Merthyr Tydfil","en","Merthyr Tydfil: Bus Stn","en","U",304810,206128,"","",0,""
"5540AWB33126","","900015480","Crosskeys (Caerphilly)","en","Crosskeys: College","en","U",322466,191667,"","",0,""
"5540AWB33454","","900015470","Newbridge (Caerphilly)","en","Newbridge: HSBC","en","U",320984,196839,"","",0,""
"5610AWE90065","","900012593A","Cefn (Powys)","en","Trewern: Griggion Lane","en","U",327837,311367,"","",0,""
"5610AWE90066","","900012593C","Cefn (Powys)","en","Trewern: Opp Griggion Lane","en","U",327782,311296,"","",0,""
"5610AWE90068","","900012592C","Middletown (Powys)","en","Middletown: Breidden P.H.","en","U",330179,312522,"","",0,""
"5610AWE90069","","900012592A","Middletown (Powys)","en","Middletown: opp Breidden P.H.","en","U",330180,312514,"","",0,""
"5610AWE90126","","900012733C","Llandinam","en","Llandinam: Post Office","en","U",302528,288396,"","",0,""
"5610AWE90127","","900012733A","Llandinam","en","Llandinam: Lion Hotel","en","U",302519,288452,"","",0,""
"5610AWE90132","","900012793","Caersws","en","Caersws Corner: Newtown Side","en","U",303610,291388,"","",0,""
"5610AWE90158","","900012563","Trehafren","en","Newtown (Powys): Bus Stn, Back Lane","en","U",310690,291628,"","",0,""
"5610AWE90201","","900012753","Llanidloes","en","Llanidloes: The Gro Bus Stn","en","U",295310,284433,"","",0,""
"5610AWE90212","","900012523A","Garthmyl","en","Garthmyl: Nags Head","en","U",319397,299006,"","",0,""
"5610AWE90213","","900012523C","Trwstllewelyn","en","Garthmyl: Lay-by, opp Nags Head","en","U",319394,298984,"","",0,""
"5610AWE90295","","900012743A","Llangurig","en","Llangurig: Black Lion Hotel","en","U",290928,279885,"","",0,""
"5610AWE90296","","900012743C","Llangurig","en","Llangurig: o/s Post Office","en","U",290856,279907,"","",0,""
"5610AWE90472","","900016130","Hay-on-Wye","en","Hay-on-Wye: Hay Castle Bus Stop, Oxford Road","en","U",322910,242241,"","",0,""
"5610WDB23400","","900012503","Welshpool","en","Welshpool: Church Bank (NE)","en","U",322543,307623,"","",0,""
"5610WDB24020","","900014505","Brecon","en","Brecon: Bus Station, Free Street","en","U",304801,228496,"","",0,""
"5710AWA10297","","900015035Z","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318136,175958,"","",0,""
"5710AWA10299","","900015035S","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318168,175973,"","",0,""
"5710AWA10301","","900015035","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318200,175988,"","",0,""
"5710AWA10305","","900015035M","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318180,175966,"","",0,""
"5710AWA10306","","900015035N","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318198,175974,"","",0,""
"5710AWA10307","","900015035P","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318216,175981,"","",0,""
"5710AWA10311","","900015035L","Cardiff","en","Cardiff: Bus Station, Central Square ","en","U",318214,175966,"","",0,""
"5710AWA10317","","900015035Q","Cardiff","en","Cardiff: Bus Station, Central Square","en","U",318220,175941,"","",0,""
"5710AWA11087","","900098020S","Cardiff Castle","en","Cardiff: Cathays Park, Castle Street, Cardiff Ca","en","U",318031,176467,"","",0,""
"5710AWA11088","","900098020M","Cardiff Castle","en","Cardiff: Castle Street, Stop 1","en","U",318077,176455,"","",0,""
"5710AWA11111","","900015010A","Cathays Park","en","Cardiff: Cathays Park, Park Place, Uni (NW)","en","U",318255,177256,"","",0,""
"5710AWA11112","","900015010C","Cathays Park","en","Cardiff: Cathays Park, Park Place, Uni (SE)","en","U",318302,177226,"","",0,""
"5710AWA11117","","900015010P","Cathays Park","en","Cardiff: Cathays Park, North Road, by College Rd","en","U",317895,177089,"","",0,""
"5710WDB48382","","900098020R","Cardiff Castle","en","Cardiff (Castle): Boulevard De Nantes, Kingsway ","en","U",318240,176785,"","",0,""
"5710WDB48395","","900098020Q","Cardiff Castle","en","Cardiff (Castle): Westgate Street, Stop 6","en","U",318104,176264,"","",0,""
"5720AWA11928","","900015025","Cardiff International Airport","en","Cardiff: International Airport","en","U",306885,167512,"","",0,""
"5810AWC50787","","900014201","Gorseinon","en","Gorseinon: Bus Centre","en","U",258891,198595,"","",0,""
"5810WDB48069","","900014225","Swansea","en","Swansea: Bus Station","en","U",265356,192719,"","",0,""
"5810WDB48069","","900014225A","Swansea","en","Swansea: Bus Station","en","U",265356,192719,"","",0,""
"5810WDB48070","","900014225B","Swansea","en","Swansea: Bus Station, Stand B","en","U",265356,192725,"","",0,""
"5820AWC53042","","900014210","Neath","en","Neath: Rail Stn","en","U",275176,197542,"","",0,""
"5820AWK65491","","900014375","Port Talbot","en","Port Talbot: Bus Stn","en","U",276404,190040,"","",0,""
"6070475","","900067118","Luss","en","Luss: By-pass","en","U",235725,692855,"","",0,""
"60707355","","900098146","Appin","en","Appin: A828, at Kirkton","en","U",193784,746009,"","",0,""
"60707396","","900067977","Dalmally","en","Dalmally: opp Glen Orchy Hotel","en","U",216352,727271,"","",0,""
"60707514","","900098147","Lochawe","en","Lochawe: A85, near Post Office, Loch Awe Station","en","U",212214,727389,"","",0,""
"60707524","","900098107","Dunderave Castle","en","Dunderave Castle: A83, at Castle Road End","en","U",214348,709707,"","",0,""
"60707525","","900098148","Rest And Be Thankful","en","Rest And Be Thankful: A83, opp Lochgoilhead Road","en","U",222992,707473,"","",0,""
"60707526","","900098149","Ardgartan","en","Ardgartan: A83, at Caravan Park entrance","en","U",227498,703147,"","",0,""
"60707528","","900098171","Barcaldine","en","Barcaldine: A828, at Scottish Sea Life Sanctuary","en","U",194255,741163,"","",0,""
"60707529","","900067947","Ardlui","en","Ardlui: Hotel","en","U",231743,715735,"","",0,""
"60707838","","900098157","Cladich","en","Cladich: Road End, A819","en","U",209911,722283,"","",0,""
"60709238","","900067957","Connel","en","Connel: A85, South of A828 junction","en","U",190879,734223,"","",0,""
"60709243","","900098150","Benderloch","en","Benderloch: A828, at Ford Spence Court","en","U",190474,738079,"","",0,""
"60709246","","900098151","North Connel","en","North Connel: A828, southbound","en","U",191088,734900,"","",0,""
"60709247","","900098108","Dunbeg","en","Dunbeg: Road End, A85","en","U",188197,733500,"","",0,""
"60709271","","900067987","Oban","en","Oban: Station Road, stance 3","en","U",185839,729889,"","",0,""
"60709304","","900067938","Lochgilphead","en","Lochgilphead: Lochnell St","en","U",186254,687946,"","",0,""
"60709305","","900067928","Furnace (Argyll & Bute)","en","Furnace: Shop","en","U",202340,700109,"","",0,""
"60709309","","900067748","Ardrishaig","en","Ardrishaig: Chalmers St","en","U",185171,685672,"","",0,""
"60709311","","900067778","Clachan (N Kintyre)","en","Clachan: Village","en","U",176503,656095,"","",0,""
"60709315","","900067727","Glenbarr","en","Glenbarr: Village Bus Stop","en","U",167023,636878,"","",0,""
"60709323","","900067747","Campbeltown","en","Campbeltown: Bus Terminal","en","U",171999,620592,"","",0,""
"60709375","","900067758","Tarbert (Kintyre)","en","Tarbert (Loch Fyne): Village","en","U",186215,668631,"","",0,""
"60709398","","900067997","Inveraray","en","Inveraray: Front Street, shoreside","en","U",209630,708595,"","",0,""
"60709446","","900067788","Tayinloan","en","Tayinloan: Shop","en","U",169759,645919,"","",0,""
"60709458","","900067088","Cairndow","en","Cairndow: War Memorial","en","U",218452,711328,"","",0,""
"60709462","","900067918","Lochgair","en","Lochgair: Bus Stop","en","U",192215,690468,"","",0,""
"60709468","","900098152","Inveruglas","en","Inveruglas: Sloy Power Station, at Power Station","en","U",232159,709824,"","",0,""
"60709476","","900067737","Bellochantuy","en","Bellochantuy: Village","en","U",166269,632345,"","",0,""
"60709478","","900098153","Castleton (Argyll & Bute)","en","Castleton (Argyll & Bute): A83, opp Road End","en","U",188173,685309,"","",0,""
"60709481","","900067798","Muasdale","en","Muasdale: Shelter","en","U",167944,640100,"","",0,""
"60709505","","900098154","Achabraid","en","Achabraid: A83, Kilberry Road End","en","U",185099,681969,"","",0,""
"60709511","","900098155","Fearnoch","en","Fearnoch: A85, at Fearnoch Road End","en","U",196601,732522,"","",0,""
"60709513","","900098156","Falls Of Cruachan","en","Lochawe: opp Cruachan Power Station","en","U",207914,726786,"","",0,""
"60709517","","900098158","Clachan (N Kintyre)","en","Clachan (N Kintyre): Ronachan Ho, at North Lodge","en","U",174743,655367,"","",0,""
"60709520","","900098159","Erines","en","Erines (Kintyre): A83, at Erines Road End","en","U",186135,675277,"","",0,""
"60709530","","900067945","Arrochar","en","Arrochar: Braeside Stores","en","U",229794,704343,"","",0,""
"60709531","","900098161","Taynuilt","en","Taynuilt: Taynuilt Hotel","en","U",200328,731025,"","",0,""
