"AtcoCode","StartGridType","StartEasting","StartNorthing","EndGridType","EndEasting","EndNorthing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"0800COC31677","U",181124,51850,"U",181124,51849,"","",,"new"
"0800COC31678","U",181991,55003,"U",181991,55004,"","",,"new"
"0800COC31679","U",182002,55016,"U",182001,55015,"","",,"new"
"0800COC31680","U",182706,56152,"U",182706,56153,"","",,"new"
"0800COC31681","U",182713,56155,"U",182713,56154,"","",,"new"
"0800COC31682","U",182756,56370,"U",182757,56371,"","",,"new"
"0800COC31684","U",181203,59178,"U",181204,59179,"","",,"new"
"0800COC31685","U",181212,59178,"U",181213,59177,"","",,"new"
"0800COC31687","U",184149,58399,"U",184149,58400,"","",,"new"
"0800COC31689","U",175063,52548,"U",175063,52549,"","",,"new"
"0800COC31690","U",175074,52548,"U",175074,52547,"","",,"new"
"0800COC31691","U",175461,53729,"U",175462,53729,"","",,"new"
"0800COC31692","U",175472,53726,"U",175472,53725,"","",,"new"
"0800COC31693","U",175622,53909,"U",175623,53910,"","",,"new"
"0800COC31694","U",175626,53893,"U",175625,53893,"","",,"new"
"0800COC31695","U",176833,52790,"U",176834,52791,"","",,"new"
"0800COC31696","U",176841,52783,"U",176840,52782,"","",,"new"
"0800COC31697","U",176309,53346,"U",176308,53347,"","",,"new"
"0800COC31698","U",218226,95437,"U",218227,95438,"","",,"new"
"0800COC31700","U",223750,97099,"U",223751,97098,"","",,"new"
"0800COC31702","U",226694,98248,"U",226694,98249,"","",,"new"
"0800COC31703","U",224141,101637,"U",224140,101637,"","",,"new"
"0800COC31704","U",231064,97214,"U",231065,97214,"","",,"new"
"0800COC31706","U",231753,97325,"U",231752,97325,"","",,"new"
"0800COC31707","U",231987,92046,"U",231988,92046,"","",,"new"
"0800COC31709","U",232030,88162,"U",232030,88161,"","",,"new"
"0800COC31712","U",233384,83485,"U",233384,83486,"","",,"new"
"0800COC31713","U",233386,83452,"U",233386,83451,"","",,"new"
"0800COC31714","U",233156,83384,"U",233155,83384,"","",,"new"
"0800COC31715","U",233134,83403,"U",233134,83404,"","",,"new"
"0800COC31716","U",233207,83388,"U",233208,83388,"","",,"new"
"0800COC31717","U",232516,83878,"U",232516,83879,"","",,"new"
"0800COC31718","U",232533,83872,"U",232532,83872,"","",,"new"
"0800COC31719","U",232191,83919,"U",232192,83920,"","",,"new"
"0800COC31720","U",232197,83925,"U",232198,83926,"","",,"new"
"0800COC31721","U",232572,84031,"U",232573,84032,"","",,"new"
"0800COC31725","U",232888,85062,"U",232887,85063,"","",,"new"
"0800COC31726","U",233280,85320,"U",233280,85319,"","",,"new"
"0800COC31727","U",233335,85244,"U",233335,85243,"","",,"new"
"0800COC31728","U",233046,85557,"U",233045,85557,"","",,"new"
"0800COC31729","U",232890,85619,"U",232889,85620,"","",,"new"
"0800COC31731","U",233021,85621,"U",233022,85621,"","",,"new"
"0800COC31732","U",232870,85776,"U",232870,85775,"","",,"new"
"0800COC31733","U",232316,85759,"U",232315,85758,"","",,"new"
"0800COC31734","U",232299,85721,"U",232299,85720,"","",,"new"
"0800COC31736","U",232868,85219,"U",232867,85218,"","",,"new"
"0800COC31741","U",232730,85265,"U",232729,85266,"","",,"new"
"0800COC31743","U",226228,82041,"U",226228,82040,"","",,"new"
"0800COC31744","U",227504,80726,"U",227505,80726,"","",,"new"
"0800COC31745","U",227576,80609,"U",227576,80610,"","",,"new"
"0800COC31746","U",226524,79069,"U",226524,79068,"","",,"new"
"0800COC31747","U",225241,80145,"U",225242,80144,"","",,"new"
"0800COC31750","U",235539,82311,"U",235540,82312,"","",,"new"
"0800COC31751","U",233066,84747,"U",233066,84748,"","",,"new"
"0800COC31752","U",230085,86503,"U",230086,86502,"","",,"new"
"0800COC31757","U",230354,89891,"U",230353,89891,"","",,"new"
"0800COC31758","U",226890,86484,"U",226891,86484,"","",,"new"
"0800COC31760","U",226214,86378,"U",226215,86378,"","",,"new"
"0800COC31761","U",224343,86699,"U",224342,86698,"","",,"new"
"0800COC31764","U",222268,88621,"U",222269,88620,"","",,"new"
"0800COC31765","U",222036,90463,"U",222035,90462,"","",,"new"
"0800COC31766","U",222295,91610,"U",222296,91611,"","",,"new"
"0800COC31768","U",221780,92289,"U",221779,92290,"","",,"new"
"0800COC31769","U",219428,94289,"U",219429,94288,"","",,"new"
"0800COC31770","U",218206,95442,"U",218205,95443,"","",,"new"
"0800COC31772","U",214591,73396,"U",214592,73397,"","",,"new"
"0800COC31773","U",241174,70187,"U",241175,70188,"","",,"new"
"0800COC31775","U",239143,71109,"U",239144,71108,"","",,"new"
"0800COC31777","U",239992,71666,"U",239992,71665,"","",,"new"
"0800COC31779","U",241297,72261,"U",241298,72262,"","",,"new"
"0800COC31782","U",241601,72082,"U",241602,72083,"","",,"new"
"0800COC31783","U",243176,71729,"U",243177,71729,"","",,"new"
"0800COC31785","U",241880,71903,"U",241879,71903,"","",,"new"
"0800COC31786","U",236733,69578,"U",236733,69577,"","",,"new"
"0800COC31787","U",236633,69471,"U",236634,69471,"","",,"new"
"0800COC31791","U",235749,69156,"U",235749,69155,"","",,"new"
"0800COC31792","U",235919,69165,"U",235919,69166,"","",,"new"
"0800COC31794","U",235882,69963,"U",235882,69962,"","",,"new"
"0800COC31795","U",236133,69855,"U",236132,69854,"","",,"new"
"0800COC31796","U",236071,69754,"U",236072,69754,"","",,"new"
"0800COC31797","U",236064,69986,"U",236065,69986,"","",,"new"
"0800COC31799","U",235884,71689,"U",235884,71690,"","",,"new"
"0800COC31803","U",234553,71490,"U",234552,71490,"","",,"new"
"0800COC31805","U",232877,72621,"U",232876,72620,"","",,"new"
"0800COC31806","U",231892,73559,"U",231893,73560,"","",,"new"
"0800COC31807","U",229650,73212,"U",229649,73211,"","",,"new"
"0800COC31808","U",230999,75229,"U",231000,75230,"","",,"new"
"0800COC31809","U",228088,72078,"U",228087,72078,"","",,"new"
"0800COC31811","U",227445,73081,"U",227445,73082,"","",,"new"
"0800COC31812","U",226579,73360,"U",226578,73359,"","",,"new"
"0800COC31815","U",226116,71169,"U",226115,71169,"","",,"new"
"0800COC31816","U",224143,69113,"U",224144,69114,"","",,"new"
"0800COC31817","U",228466,74749,"U",228466,74748,"","",,"new"
"0800COC31818","U",227323,75592,"U",227323,75591,"","",,"new"
"0800COC31819","U",227162,76582,"U",227162,76581,"","",,"new"
"0800COC31820","U",226421,77370,"U",226421,77371,"","",,"new"
"0800COC31822","U",241330,70923,"U",241330,70922,"","",,"new"
"0800COC31823","U",242636,70833,"U",242637,70833,"","",,"new"
"0800COC31824","U",242895,71945,"U",242895,71944,"","",,"new"
"0800COC31825","U",242626,71135,"U",242626,71136,"","",,"new"
"0800COC31827","U",243007,71887,"U",243007,71888,"","",,"new"
"0800COC31828","U",243025,71960,"U",243026,71960,"","",,"new"
"0800COC31829","U",241394,69666,"U",241393,69665,"","",,"new"
"0800COC31831","U",240864,69410,"U",240865,69409,"","",,"new"
"0800COC31833","U",240886,69185,"U",240886,69186,"","",,"new"
"0800COC31834","U",239752,69908,"U",239752,69909,"","",,"new"
"0800COC31835","U",238393,71715,"U",238393,71714,"","",,"new"
"0800COC31836","U",238897,73670,"U",238897,73671,"","",,"new"
"0800COC56518","U",235762,69137,"U",235761,69137,"","",,"new"
"0800COC56531","U",230946,67133,"U",230947,67134,"","",,"new"
"0800COC56532","U",230947,67123,"U",230946,67122,"","",,"new"
"0800COC56546","U",180418,32213,"U",180419,32212,"","",,"new"
"0800COC56556","U",178904,30217,"U",178904,30218,"","",,"new"
"0800COC56557","U",178919,30214,"U",178919,30213,"","",,"new"
"0800COC56558","U",0,0,"U",0,0,"","",,"new"
"0800COC56560","U",178686,33394,"U",178686,33395,"","",,"new"
"0800COC56561","U",199591,72887,"U",199592,72888,"","",,"new"
"0800COC56562","U",199607,72885,"U",199606,72884,"","",,"new"
"0800COD40002","U",181732,42525,"U",181731,42524,"","",,"new"
"0800COD40003","U",157436,38217,"U",157436,38216,"","",,"new"
"0800COD40009","U",157386,38384,"U",157387,38383,"","",,"new"
"0800COD40010","U",157130,38035,"U",157129,38034,"","",,"new"
"0800COD40011","U",157071,37854,"U",157070,37854,"","",,"new"
"0800COD40012","U",156481,37532,"U",156480,37531,"","",,"new"
"0800COD40013","U",156340,37448,"U",156339,37447,"","",,"new"
"0800COD40014","U",156190,37478,"U",156189,37478,"","",,"new"
"0800COD40015","U",156022,37127,"U",156022,37128,"","",,"new"
"0800COD40016","U",156623,37137,"U",156624,37138,"","",,"new"
"0800COD40017","U",156700,37330,"U",156699,37331,"","",,"new"
"0800COD40018","U",156712,37526,"U",156711,37527,"","",,"new"
"0800COD40020","U",156851,38396,"U",156850,38395,"","",,"new"
"0800COD40040","U",146322,29094,"U",146321,29093,"","",,"new"
"0800COD40042","U",146233,28958,"U",146233,28957,"","",,"new"
"0800COD40043","U",146058,28398,"U",146058,28397,"","",,"new"
"0800COD40046","U",144181,25779,"U",144182,25779,"","",,"new"
"0800COD40047","U",144001,25220,"U",144001,25221,"","",,"new"
"0800COD40049","U",144676,24492,"U",144676,24491,"","",,"new"
"0800COD40051","U",143530,24604,"U",143529,24605,"","",,"new"
"0800COD40052","U",143542,24627,"U",143543,24628,"","",,"new"
"0800COD40053","U",143160,24482,"U",143159,24481,"","",,"new"
"0800COD40054","U",143163,24503,"U",143164,24504,"","",,"new"
"0800COD40056","U",140907,25665,"U",140906,25664,"","",,"new"
"0800COD40057","U",140910,25679,"U",140911,25679,"","",,"new"
"0800COD40058","U",140025,24693,"U",140025,24692,"","",,"new"
"0800COD40059","U",140000,24636,"U",140000,24637,"","",,"new"
"0800COD40060","U",139867,24150,"U",139866,24149,"","",,"new"
"0800COD40061","U",139823,24099,"U",139823,24100,"","",,"new"
"0800COD40063","U",139405,23249,"U",139406,23249,"","",,"new"
"0800COD40064","U",138283,23688,"U",138283,23687,"","",,"new"
"0800COD40065","U",138236,23688,"U",138236,23689,"","",,"new"
"0800COD40066","U",138172,23058,"U",138172,23057,"","",,"new"
"0800COD40067","U",138164,23060,"U",138164,23061,"","",,"new"
"0800COD40069","U",138097,23772,"U",138097,23771,"","",,"new"
"0800COD40071","U",138578,24058,"U",138578,24059,"","",,"new"
"0800COD40072","U",137648,23809,"U",137649,23809,"","",,"new"
"0800COD40073","U",137657,23811,"U",137658,23811,"","",,"new"
"0800COD40074","U",135615,24861,"U",135615,24862,"","",,"new"
"0800COD40075","U",135614,24853,"U",135614,24854,"","",,"new"
"0800COD40077","U",135626,25191,"U",135626,25192,"","",,"new"
"0800COD40079","U",135668,25285,"U",135668,25284,"","",,"new"
"0800COD40081","U",135672,25480,"U",135673,25480,"","",,"new"
"0800COD40082","U",135895,25941,"U",135896,25942,"","",,"new"
"0800COD40084","U",135776,26295,"U",135775,26294,"","",,"new"
"0800COD40085","U",135781,26306,"U",135781,26305,"","",,"new"
"0800COD40088","U",136264,26109,"U",136265,26109,"","",,"new"
"0800COD40089","U",136268,26098,"U",136267,26098,"","",,"new"
"0800COD40092","U",137088,26988,"U",137088,26989,"","",,"new"
"0800COD40093","U",137102,26993,"U",137102,26992,"","",,"new"
"0800COD40096","U",137564,27288,"U",137563,27288,"","",,"new"
"0800COD40097","U",137865,28870,"U",137866,28871,"","",,"new"
"0800COD40098","U",137857,28862,"U",137856,28863,"","",,"new"
"0800COD40099","U",137111,29949,"U",137113,29949,"","",,"new"
"0800COD40100","U",137141,29938,"U",137140,29937,"","",,"new"
"0800COD40101","U",137129,30773,"U",137130,30774,"","",,"new"
"0800COD40102","U",137138,30766,"U",137137,30765,"","",,"new"
"0800COD40103","U",138656,27326,"U",138656,27327,"","",,"new"
"0800COD40104","U",138658,27336,"U",138658,27337,"","",,"new"
"0800COD40106","U",139571,27598,"U",139571,27597,"","",,"new"
"0800COD40107","U",139999,27523,"U",139998,27523,"","",,"new"
"0800COD40108","U",139980,27522,"U",139980,27523,"","",,"new"
"0800COD40109","U",140553,26216,"U",140554,26216,"","",,"new"
"0800COD40110","U",140528,26204,"U",140529,26205,"","",,"new"
"0800COD40111","U",140658,27510,"U",140657,27510,"","",,"new"
"0800COD40112","U",140668,27534,"U",140669,27534,"","",,"new"
"0800COD40114","U",143122,28011,"U",143121,28010,"","",,"new"
"0800COD40116","U",143937,28550,"U",143936,28549,"","",,"new"
"0800COD40117","U",144714,29096,"U",144715,29096,"","",,"new"
"0800COD40118","U",144720,29085,"U",144719,29085,"","",,"new"
"0800COD40119","U",145362,29365,"U",145363,29364,"","",,"new"
"0800COD40120","U",145352,29357,"U",145351,29358,"","",,"new"
"0800COD40121","U",145750,29299,"U",145751,29298,"","",,"new"
"0800COD40124","U",146229,29005,"U",146229,29006,"","",,"new"
"0800COD40139","U",146465,29349,"U",146466,29348,"","",,"new"
"0800COD40141","U",146460,28458,"U",146460,28457,"","",,"new"
"0800COD40145","U",146515,28408,"U",146516,28409,"","",,"new"
"0800COD40147","U",147002,27586,"U",147002,27585,"","",,"new"
"0800COD40148","U",146982,27593,"U",146982,27594,"","",,"new"
"0800COD40149","U",147313,26871,"U",147313,26870,"","",,"new"
"0800COD40150","U",147301,26872,"U",147302,26873,"","",,"new"
"0800COD40152","U",147061,26516,"U",147062,26517,"","",,"new"
"0800COD40153","U",146946,26394,"U",146945,26393,"","",,"new"
"0800COD40154","U",146844,26545,"U",146845,26545,"","",,"new"
"0800COD40155","U",146849,26552,"U",146850,26552,"","",,"new"
"0800COD40156","U",0,0,"U",0,0,"","",,"new"
"0800COD40157","U",0,0,"U",0,0,"","",,"new"
"0800COD40159","U",145877,28159,"U",145878,28160,"","",,"new"
"0800COD40162","U",146070,28176,"U",146069,28177,"","",,"new"
"0800COD40165","U",146172,28109,"U",146173,28109,"","",,"new"
"0800COD40171","U",144845,30145,"U",144846,30145,"","",,"new"
"0800COD40174","U",144222,30556,"U",144223,30557,"","",,"new"
"0800COD40175","U",144227,30567,"U",144228,30568,"","",,"new"
"0800COD40177","U",144319,30551,"U",144318,30550,"","",,"new"
"0800COD40178","U",142422,31630,"U",142422,31631,"","",,"new"
"0800COD40181","U",141008,31774,"U",141007,31774,"","",,"new"
"0800COD40182","U",140968,31805,"U",140968,31804,"","",,"new"
"0800COD40184","U",139681,32814,"U",139680,32815,"","",,"new"
"0800COD40186","U",139031,34659,"U",139031,34660,"","",,"new"
"0800COD40187","U",140169,35386,"U",140168,35385,"","",,"new"
"0800COD40190","U",138773,34465,"U",138772,34464,"","",,"new"
"0800COD40193","U",137810,34766,"U",137809,34766,"","",,"new"
"0800COD40197","U",144186,25774,"U",144185,25774,"","",,"new"
"0800COD40203","U",138029,34232,"U",138028,34231,"","",,"new"
"0800COD40211","U",137856,34081,"U",137855,34080,"","",,"new"
"0800COD40213","U",137700,33869,"U",137701,33870,"","",,"new"
"0800COD40216","U",137495,33291,"U",137495,33290,"","",,"new"
"0800COD40217","U",137445,33029,"U",137444,33030,"","",,"new"
"0800COD40218","U",137450,33033,"U",137451,33032,"","",,"new"
"0800COD40220","U",136953,32907,"U",136954,32908,"","",,"new"
"0800COD40222","U",136836,32802,"U",136836,32803,"","",,"new"
"0800COD40223","U",0,0,"U",0,0,"","",,"new"
"0800COD40224","U",0,0,"U",0,0,"","",,"new"
"0800COD40225","U",137054,31878,"U",137054,31879,"","",,"new"
"0800COD40226","U",137065,31876,"U",137065,31875,"","",,"new"
"0800COD40231","U",137095,31196,"U",137095,31197,"","",,"new"
"0800COD40232","U",137109,31202,"U",137110,31202,"","",,"new"
"0800COD40233","U",137346,31048,"U",137345,31047,"","",,"new"
"0800COD40234","U",137351,31063,"U",137351,31062,"","",,"new"
"0800COD40235","U",138106,30994,"U",138107,30994,"","",,"new"
"0800COD40236","U",138103,30981,"U",138102,30981,"","",,"new"
"0800COD40237","U",140652,31759,"U",140651,31759,"","",,"new"
"0800COD40238","U",139433,31088,"U",139432,31088,"","",,"new"
"0800COD40239","U",139358,31089,"U",139359,31089,"","",,"new"
"0800COD40240","U",139683,30090,"U",139683,30089,"","",,"new"
"0800COD40241","U",139683,30078,"U",139682,30077,"","",,"new"
"0800COD40242","U",140486,29702,"U",140486,29703,"","",,"new"
"0800COD40243","U",140487,29687,"U",140487,29686,"","",,"new"
"0800COD40245","U",141955,29527,"U",141955,29527,"","",,"new"
"0800COD40246","U",142377,30549,"U",142377,30548,"","",,"new"
"0800COD40247","U",142374,30540,"U",142373,30539,"","",,"new"
"0800COD40249","U",145201,31237,"U",145200,31237,"","",,"new"
"0800COD40253","U",145919,31190,"U",145918,31190,"","",,"new"
"0800COD40255","U",145999,31277,"U",145999,31276,"","",,"new"
"0800COD40257","U",146077,31340,"U",146076,31339,"","",,"new"
"0800COD40261","U",146476,30991,"U",146475,30989,"","",,"new"
"0800COD40262","U",146476,31026,"U",146476,31025,"","",,"new"
"0800COD40263","U",146346,31143,"U",146347,31144,"","",,"new"
"0800COD40268","U",146221,31569,"U",146221,31570,"","",,"new"
"0800COD40269","U",146232,31569,"U",146232,31568,"","",,"new"
"0800COD40270","U",146139,32161,"U",146138,32161,"","",,"new"
"0800COD40271","U",146121,32160,"U",146120,32160,"","",,"new"
"0800COD40272","U",144990,33904,"U",144989,33896,"","",,"new"
"0800COD40273","U",144993,33905,"U",144994,33906,"","",,"new"
"0800COD40274","U",144190,34591,"U",144189,34592,"","",,"new"
"0800COD40275","U",144194,34597,"U",144195,34596,"","",,"new"
"0800COD40276","U",145193,34198,"U",145194,34198,"","",,"new"
"0800COD40277","U",145197,34191,"U",145196,34191,"","",,"new"
"0800COD40279","U",145786,34116,"U",145786,34115,"","",,"new"
"0800COD40281","U",143590,37581,"U",143591,37581,"","",,"new"
"0800COD40282","U",143611,37559,"U",143610,37558,"","",,"new"
"0800COD40283","U",144320,37835,"U",144319,37835,"","",,"new"
"0800COD40284","U",144275,37832,"U",144276,37833,"","",,"new"
"0800COD40287","U",145573,38337,"U",145572,38337,"","",,"new"
"0800COD40288","U",145816,36253,"U",145816,36254,"","",,"new"
"0800COD40289","U",145822,36254,"U",145822,36253,"","",,"new"
"0800COD40291","U",145759,31710,"U",145758,31711,"","",,"new"
"0800COD40292","U",145314,31971,"U",145314,31972,"","",,"new"
"0800COD40295","U",145046,32066,"U",145047,32065,"","",,"new"
"0800COD40296","U",143004,33625,"U",143005,33624,"","",,"new"
"0800COD40297","U",143003,33611,"U",143002,33612,"","",,"new"
"0800COD40298","U",141845,34412,"U",141844,34413,"","",,"new"
"0800COD40299","U",141871,34412,"U",141872,34413,"","",,"new"
"0800COD40300","U",140906,35478,"U",140905,35477,"","",,"new"
"0800COD40301","U",140900,35482,"U",140901,35483,"","",,"new"
"0800COD40302","U",141193,35990,"U",141194,35990,"","",,"new"
"0800COD40303","U",141209,35966,"U",141208,35966,"","",,"new"
"0800COD40304","U",142158,36451,"U",142158,36450,"","",,"new"
"0800COD40305","U",142154,36507,"U",142154,36506,"","",,"new"
"0800COD40306","U",148423,39044,"U",148422,39043,"","",,"new"
"0800COD40307","U",148418,39043,"U",148417,39043,"","",,"new"
"0800COD40308","U",149011,37829,"U",149012,37830,"","",,"new"
"0800COD40309","U",149070,37797,"U",149071,37797,"","",,"new"
"0800COD40310","U",149268,36762,"U",149267,36761,"","",,"new"
"0800COD40311","U",149256,36768,"U",149255,36769,"","",,"new"
"0800COD40312","U",149516,35567,"U",149516,35568,"","",,"new"
"0800COD40313","U",149528,35575,"U",149528,35574,"","",,"new"
"0800COD40315","U",0,1000000,"U",0,1000000,"","",,"new"
"0800COD40323","U",146077,31372,"U",146077,31373,"","",,"new"
"0800COD40330","U",146687,31283,"U",146687,31284,"","",,"new"
"0800COD40331","U",146694,31283,"U",146694,31282,"","",,"new"
"0800COD40378","U",150390,32467,"U",150391,32468,"","",,"new"
"0800COD40379","U",150394,32443,"U",150393,32442,"","",,"new"
"0800COD40382","U",150339,33031,"U",150338,33030,"","",,"new"
"0800COD40383","U",150345,33040,"U",150344,33039,"","",,"new"
"0800COD40385","U",149635,33713,"U",149636,33714,"","",,"new"
"0800COD40386","U",149657,33726,"U",149658,33727,"","",,"new"
"0800COD40391","U",149575,36336,"U",149575,36337,"","",,"new"
"0800COD40392","U",149592,36333,"U",149591,36334,"","",,"new"
"0800COD40406","U",150293,37921,"U",150292,37920,"","",,"new"
"0800COD40407","U",150301,37958,"U",150302,37959,"","",,"new"
"0800COD40412","U",150548,38918,"U",150549,38919,"","",,"new"
"0800COD40415","U",149542,39650,"U",149541,39650,"","",,"new"
"0800COD40416","U",149533,39670,"U",149534,39670,"","",,"new"
"0800COD40417","U",148767,39462,"U",148766,39462,"","",,"new"
"0800COD40418","U",148764,39480,"U",148765,39480,"","",,"new"
"0800COD40419","U",150831,39919,"U",150830,39918,"","",,"new"
"0800COD40430","U",151243,40524,"U",151244,40524,"","",,"new"
"0800COD40432","U",151247,40510,"U",151246,40510,"","",,"new"
"0800COD40437","U",151152,40047,"U",151151,40046,"","",,"new"
"0800COD40438","U",151145,40052,"U",151146,40053,"","",,"new"
"0800COD40503","U",155884,36203,"U",155885,36204,"","",,"new"
"0800COD40504","U",155889,36196,"U",155888,36195,"","",,"new"
"0800COD40510","U",155836,37045,"U",155836,37046,"","",,"new"
"0800COD40559","U",152761,30767,"U",152762,30767,"","",,"new"
"0800COD40561","U",152757,30759,"U",152756,30759,"","",,"new"
"0800COD40562","U",152881,30703,"U",152881,30702,"","",,"new"
"0800COD40563","U",152872,30704,"U",152872,30705,"","",,"new"
"0800COD40602","U",157609,28461,"U",157610,28460,"","",,"new"
"0800COD40603","U",157594,28463,"U",157594,28464,"","",,"new"
"0800COD40604","U",157504,29079,"U",157504,29078,"","",,"new"
"0800COD40605","U",157489,29078,"U",157489,29079,"","",,"new"
"0800COD40626","U",163878,25955,"U",163879,25955,"","",,"new"
"0800COD40627","U",163910,25941,"U",163910,25940,"","",,"new"
"0800COD40650","U",162692,27562,"U",162692,27561,"","",,"new"
"0800COD40651","U",162683,27572,"U",162683,27573,"","",,"new"
"0800COD40652","U",162649,31520,"U",162648,31520,"","",,"new"
"0800COD40653","U",162671,31537,"U",162670,31537,"","",,"new"
"0800COD40660","U",163826,34585,"U",163825,34585,"","",,"new"
"0800COD40661","U",163845,34610,"U",163844,34609,"","",,"new"
"0800COD40696","U",214797,58662,"U",214797,58663,"","",,"new"
"0800COD40697","U",214814,58671,"U",214814,58670,"","",,"new"
"0800COD40760","U",212963,50683,"U",212964,50683,"","",,"new"
"0800COD40761","U",212962,50674,"U",212961,50674,"","",,"new"
"0800COD40961","U",168599,39947,"U",168598,39946,"","",,"new"
"0800COD40962","U",168599,39939,"U",168598,39939,"","",,"new"
"0800COD41264","U",194270,53691,"U",194271,53692,"","",,"new"
"0800COD41271","U",199395,50672,"U",199395,50673,"","",,"new"
"0800COD41272","U",199390,50651,"U",199389,50651,"","",,"new"
"0800COD41273","U",199768,50443,"U",199768,50442,"","",,"new"
"0800COD41274","U",199755,50434,"U",199754,50433,"","",,"new"
"0800COD41275","U",200644,49947,"U",200645,49947,"","",,"new"
"0800COD41277","U",224121,64346,"U",224122,64346,"","",,"new"
"0800COD41278","U",224381,64629,"U",224380,64629,"","",,"new"
"0800COD41279","U",225462,65161,"U",225462,65162,"","",,"new"
"0800COD41280","U",225445,65156,"U",225445,65157,"","",,"new"
"0800COD41286","U",225383,64929,"U",225382,64929,"","",,"new"
"0800COD41295","U",225573,64438,"U",225574,64438,"","",,"new"
"0800COD41296","U",225585,64431,"U",225584,64431,"","",,"new"
"0800COD41297","U",225433,64446,"U",225432,64446,"","",,"new"
"0800COD41298","U",225372,64483,"U",225373,64484,"","",,"new"
"0800COD41299","U",225388,64488,"U",225389,64488,"","",,"new"
"0800COD41300","U",225493,65026,"U",225492,65027,"","",,"new"
"0800COD41301","U",225397,65392,"U",225397,65393,"","",,"new"
"0800COD41309","U",225589,65039,"U",225590,65040,"","",,"new"
"0800COD41310","U",225605,65027,"U",225604,65026,"","",,"new"
"0800COD41311","U",198901,50797,"U",198902,50796,"","",,"new"
"0800COD41314","U",206455,67052,"U",206454,67052,"","",,"new"
"0800COD41320","U",201327,66815,"U",201326,66814,"","",,"new"
"0800COD41321","U",200841,65688,"U",200840,65688,"","",,"new"
"0800COD41325","U",196725,64610,"U",196724,64609,"","",,"new"
"0800COD41326","U",196714,64620,"U",196715,64621,"","",,"new"
"0800COD41328","U",195643,66112,"U",195642,66111,"","",,"new"
"0800COD41329","U",195630,66115,"U",195631,66116,"","",,"new"
"0800COD41338","U",195551,63903,"U",195552,63902,"","",,"new"
"0800COD41339","U",195543,63894,"U",195542,63895,"","",,"new"
"0800COD41341","U",198648,60322,"U",198647,60321,"","",,"new"
"0800COD41344","U",209977,73195,"U",209976,73196,"","",,"new"
"0800COD41347","U",209837,77039,"U",209837,77040,"","",,"new"
"0800COD41348","U",209572,76674,"U",209573,76674,"","",,"new"
"0800COD41352","U",208668,74509,"U",208668,74508,"","",,"new"
"0800COD41353","U",208664,74489,"U",208663,74489,"","",,"new"
"0800COD41354","U",207294,76644,"U",207295,76645,"","",,"new"
"0800COD41355","U",207280,76640,"U",207281,76640,"","",,"new"
"0800COD41356","U",205992,67040,"U",205991,67040,"","",,"new"
"0800COD41357","U",205814,67256,"U",205813,67255,"","",,"new"
"0800COD41358","U",206132,67119,"U",206132,67120,"","",,"new"
"0800COD41359","U",205927,67313,"U",205928,67312,"","",,"new"
"0800COD41360","U",206168,67097,"U",206168,67096,"","",,"new"
"0800COD41361","U",206359,67075,"U",206360,67075,"","",,"new"
"0800COD41365","U",226119,65026,"U",226120,65026,"","",,"new"
"0800COD41366","U",226142,65030,"U",226142,65029,"","",,"new"
"0800COD41367","U",226010,65122,"U",226010,65123,"","",,"new"
"0800COD41368","U",225942,65153,"U",225941,65152,"","",,"new"
"0800COD41369","U",226023,65132,"U",226024,65131,"","",,"new"
"0800COD41370","U",226188,64885,"U",226188,64884,"","",,"new"
"0800COD41371","U",225015,64184,"U",225016,64185,"","",,"new"
"0800COD41372","U",225019,64172,"U",225018,64171,"","",,"new"
"0800COD41384","U",185261,62355,"U",185262,62355,"","",,"new"
"0800COD41385","U",185266,62345,"U",185265,62345,"","",,"new"
"0800COD41386","U",186163,63549,"U",186162,63549,"","",,"new"
"0800COD41388","U",186121,62750,"U",186122,62751,"","",,"new"
"0800COD41389","U",188175,63431,"U",188176,63431,"","",,"new"
"0800COD41390","U",188158,63408,"U",188157,63407,"","",,"new"
"0800COD41391","U",189732,63326,"U",189731,63326,"","",,"new"
"0800COD41393","U",189733,63309,"U",189732,63309,"","",,"new"
"0800COD41394","U",190449,63138,"U",190448,63138,"","",,"new"
"0800COD41395","U",190658,63210,"U",190659,63210,"","",,"new"
"0800COD41396","U",190597,63186,"U",190596,63186,"","",,"new"
"0800COD41397","U",190810,63245,"U",190811,63245,"","",,"new"
"0800COD41398","U",190828,63241,"U",190827,63241,"","",,"new"
"0800COD41400","U",191128,63232,"U",191128,63233,"","",,"new"
"0800COD41401","U",191106,63254,"U",191105,63254,"","",,"new"
"0800COD41403","U",190644,62809,"U",190643,62808,"","",,"new"
"0800COD41404","U",190653,62824,"U",190654,62825,"","",,"new"
"0800COD41406","U",191341,63639,"U",191342,63639,"","",,"new"
"0800COD41407","U",191433,63973,"U",191433,63974,"","",,"new"
"0800COD41408","U",191717,64456,"U",191717,64457,"","",,"new"
"0800COD41409","U",189390,66834,"U",189389,66835,"","",,"new"
"0800COD41410","U",189013,67769,"U",189013,67770,"","",,"new"
"0800COD41411","U",189022,67773,"U",189023,67774,"","",,"new"
"0800COD41413","U",189402,66837,"U",189403,66836,"","",,"new"
"0800COD41414","U",191150,65240,"U",191149,65239,"","",,"new"
"0800COD41415","U",191715,64495,"U",191715,64494,"","",,"new"
